category		clarity	clarity	clarity	rate	rate	rate	confidence	confidence	confidence	rate rebuttal	rate rebuttal	rate rebuttal
274-Paper2759	Fine-Tuning Network in Federated Learning for Personalized Skin Diagnosis	Very Good	Very Good	Good	6	6	2	Somewhat confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
275-Paper2917	Flexible Unfolding of Circular Structures for Rendering Textbook-Style Cerebrovascular Maps	Very Good	Satisfactory	Very Good	6	5	7	Confident but not absolutely certain	Not confident	Confident but not absolutely certain	N/A	N/A	N/A
276-Paper2722	FLIm-based In Vivo Classification of Residual Cancer in the Surgical Cavity during Transoral Robotic Surgery	Very Good	Good	Good	5	6	4	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	6	N/A	6
277-Paper0385	Flow-based Geometric Interpolation of Fiber Orientation Distribution Functions	Very Good	Satisfactory	Very Good	6	4	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
278-Paper3362	FocalErrorNet: Uncertainty-aware focal modulation network for inter-modal registration error estimation in ultrasound-guided neurosurgery	Very Good	Excellent	Very Good	7	6	5	Confident but not absolutely certain	Somewhat confident	Confident but not absolutely certain	N/A	N/A	N/A
279-Paper1053	FocalUNETR: A Focal Transformer for Boundary-aware Prostate Segmentation using CT Images	Excellent	Excellent	Very Good	4	5	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	5	6
280-Paper0944	Forensic Histopathological Recognition via a Context-Aware MIL Network Powered by Self-Supervised Contrastive Learning	Good	Good	Good	4	5	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
281-Paper2909	Forward-solution aided deep-learning framework for patient-specific noninvasive cardiac ectopic pacing localization	Very Good	Good	Good	5	3	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
282-Paper0231	Foundation Ark: Accruing and Reusing Knowledge for Superior and Robust Performance	Excellent	Satisfactory	Excellent	8	3	8	Very confident	Somewhat confident	Very confident	N/A	N/A	N/A
283-Paper0676	Foundation Model for Endoscopy Video Analysis via Large-scale Self-supervised Pre-train	Very Good	Good	Very Good	7	4	5	Very confident	Confident but not absolutely certain	Somewhat confident	N/A	N/A	N/A
284-Paper1860	Fourier Test-time Adaptation with Multi-level Consistency for Robust Classification	Good	Good	Satisfactory	5	6	4	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
285-Paper1285	FreeSeed: Frequency-band-aware and Self-guided Network for Sparse-view CT Reconstruction	Very Good	Good	Satisfactory	5	5	3	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	6	N/A
286-Paper1727	Frequency Domain Adversarial Training for Robust Volumetric Medical Segmentation	Good	Very Good	Good	5	6	5	Somewhat confident	Somewhat confident	Very confident	N/A	N/A	N/A
287-Paper1051	Frequency-mixed Single-source Domain Generalization for Medical Image Segmentation	Very Good	Very Good	Satisfactory	7	6	4	Somewhat confident	Confident but not absolutely certain	Somewhat confident	7	N/A	N/A
288-Paper2512	From Mesh Completion to AI Designed Crown	Good	Poor	Very Good	5	5	5	Very confident	Not confident	Somewhat confident	N/A	N/A	N/A
289-Paper3382	From Sparse to Precise: A Practical Editing Approach for Intracardiac Echocardiography Segmentation	Good	Very Good	Very Good	4	5	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	5	4	N/A
290-Paper1213	From Tissue to Sound: Model-based Sonification of Medical Imaging	Very Good	Excellent	Satisfactory	7	7	5	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
291-Paper1165	FSDiffReg: Feature-wise and Score-wise Diffusion-guided Unsupervised Deformable Image Registration for Cardiac Images	Good	Very Good	Good	5	5	6	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
292-Paper1832	Full Image-index Remainder based Single Low-dose DR/CT Self-supervised Denoising	Very Good	Very Good	Very Good	7	7	7	Very confident	Very confident	Very confident	N/A	N/A	N/A
293-Paper2571	Fully Bayesian VIB-DeepSSM	Good	Very Good	Very Good	6	6	6	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
294-Paper1144	Fundus-Enhanced Disease-Aware Distillation Model for Retinal Disease Classification from OCT Images	Good	Very Good	Very Good	5	7	5	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
295-Paper2536	Gadolinium-Free Cardiac MRI Myocardial Scar Detection by 4D Convolution Factorization	Very Good	Good	Excellent	6	5	5	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
296-Paper1224	Gall Bladder Cancer Detection from US Images with Only Image Level Labels	Good	Good	Very Good	4	6	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	6	6
297-Paper0742	Gene-induced Multimodal Pre-training for Image-omic Classification	Very Good	Good	Very Good	7	3	7	Very confident	Confident but not absolutely certain	Somewhat confident	N/A	N/A	N/A
298-Paper1981	Generating High-Resolution 3D CT with 12-bit Depth using a Diffusion Model with Adjacent Slice and Intensity Calibration Network	Satisfactory	Good	Very Good	3	5	6	Very confident	Not confident	Confident but not absolutely certain	5	6	N/A
299-Paper0172	Generating Realistic Brain MRIs via a Conditional Diffusion Probabilistic Model	Good	Very Good	Good	4	6	5	Very confident	Very confident	Very confident	N/A	N/A	N/A
300-Paper1191	Geometric Ultrasound Localization Microscopy	Satisfactory	Good	Excellent	5	3	7	Confident but not absolutely certain	Very confident	Not confident	5	4	N/A
301-Paper3505	Geometry-adaptive Network for Robust Detection of Placenta Accreta Spectrum Disorders	Satisfactory	Good	Very Good	4	6	5	Somewhat confident	Confident but not absolutely certain	Confident but not absolutely certain	5	N/A	N/A
302-Paper1644	Geometry-invariant abnormality detection	Satisfactory	Good	Very Good	4	5	7	Confident but not absolutely certain	Somewhat confident	Somewhat confident	5	5	7
303-Paper0378	GL-Fusion: Global-Local Fusion Network for Multi-view Echocardiogram Video Segmentation	Good	Very Good	Very Good	3	6	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
304-Paper1225	Global k-Space Interpolation for Dynamic MRI Reconstruction using Masked Image Modeling	Good	Excellent	Very Good	4	6	5	Very confident	Very confident	Somewhat confident	N/A	N/A	6
305-Paper1904	GLSFormer : Gated - Long, Short Sequence Transformer for Step Recognition in Surgical Videos	Very Good	Very Good	Good	7	4	6	Very confident	Somewhat confident	Very confident	N/A	N/A	N/A
306-Paper0554	GRACE: A Generalized and Personalized Federated Learning Method for Medical Imaging	Good	Very Good	Good	4	6	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
307-Paper0784	Gradient and Feature Conformity-Steered Medical Image Classification with Noisy Labels	Good	Very Good	Good	3	6	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	6	N/A
308-Paper3651	Graph Convolutional Network with Morphometric Similarity Networks for Schizophrenia Classification	Excellent	Very Good	Good	5	6	4	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat confident	N/A	N/A	N/A
309-Paper0455	Graph-theoretic automatic lesion tracking and detection of patterns of lesion changes in longitudinal CT studies	Excellent	Good	Very Good	7	5	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
310-Paper1702	GSDG: Exploring A Global Semantic-guided Dual-stream Graph Model for Automated Volume Differential Diagnosis and Prognosis	Very Good	Very Good	Good	5	6	4	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	6	6	5
311-Paper0978	GSMorph: Gradient Surgery for cine-MRI Cardiac Deformable Registration	Very Good	Very Good	Good	7	5	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
312-Paper1526	Guiding the Guidance: A Comparative Analysis of User Guidance Signals for Interactive Segmentation of Volumetric Images	Good	Good	Very Good	5	3	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	5	4	N/A
313-Paper0348	H2GM: A Hierarchical Hypergraph Matching Framework for Brain Landmark Alignment	Very Good	Satisfactory	Good	5	4	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	6	4	N/A
314-Paper1335	HACL-Net: Hierarchical Attention and Contrastive Learning Network for MRI-Based Placenta Accreta Spectrum Diagnosis	Very Good	Satisfactory	Very Good	5	4	5	Very confident	Confident but not absolutely certain	Very confident	N/A	5	N/A
315-Paper1408	HartleyMHA: Self-Attention in Frequency Domain for Resolution-Robust and Parameter-Efficient 3D Image Segmentation	Very Good	Very Good	Good	5	7	4	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
316-Paper0540	HC-Net: Hybrid Classification Network for Automatic Periodontal Disease Diagnosis	Good	Good	Good	6	3	5	Very confident	Confident but not absolutely certain	Very confident	N/A	4	N/A
317-Paper3097	H-DenseFormer: An Efficient Hybrid Densely Connected Transformer for Multimodal Tumor Segmentation	Good	Excellent	Very Good	5	6	6	Very confident	Very confident	Very confident	4	N/A	6
318-Paper0769	HENet: Hierarchical Enhancement Network for Pulmonary Vessel Segmentation in Non-contrast CT Images	Very Good	Very Good	Good	6	5	6	Very confident	Very confident	Very confident	N/A	N/A	5
319-Paper2583	Hierarchical Vision Transformers for Disease Progression Detection in Chest X-Ray Images	Satisfactory	Good	Good	3	5	5	Confident but not absolutely certain	Somewhat confident	Very confident	5	N/A	N/A
320-Paper1489	High-Quality Virtual Single-Viewpoint Surgical Video: Geometric Autocalibration of Multiple Cameras in Surgical Lights	Very Good	Good	Very Good	5	4	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	6	N/A	5
321-Paper1642	High-Resolution Cranial Defect Reconstruction by Iterative, Low-Resolution, Point Cloud Completion Transformers	Good	Excellent	Excellent	6	5	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
322-Paper2796	HIGT: Hierarchical Interaction Graph-Transformer for Whole Slide Image Analysis	Very Good	Good	Good	4	5	5	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
323-Paper2410	Histopathology Image Classification using Deep Manifold Contrastive Learning	Excellent	Good	Good	6	5	4	Very confident	Confident but not absolutely certain	Very confident	6	5	N/A
324-Paper2330	How Does Pruning Impact Long-Tailed Multi-Label Medical Image Classifiers?	Satisfactory	Excellent	Excellent	6	5	7	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
325-Paper1461	How Reliable are the Metrics Used for Assessing Reliability in Medical Imaging?	Excellent	Very Good	Good	6	6	4	Very confident	Confident but not absolutely certain	Very confident	6	6	5
326-Paper2251	Identification of Disease-sensitive Brain Imaging Phenotypes and Genetic Factors using GWAS Summary Statistics	Good	Good	Good	6	4	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	6	N/A	N/A
327-Paper1110	IIB-MIL: Integrated instance-level and bag-level multiple instances learning with label disambiguation for pathological image analysis	Good	Poor	Very Good	5	4	5	Very confident	Very confident	Very confident	N/A	5	4
328-Paper2593	Image2SSM: Reimagining Statistical Shape Models from Images with Radial Basis Functions	Very Good	Satisfactory	Satisfactory	6	5	3	Not confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
329-Paper2308	Imitation Learning from Expert Video Data for Dissection Trajectory Prediction in Endoscopic Surgical Procedure	Good	Very Good	Very Good	8	5	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
330-Paper0869	Implicit Anatomical Rendering for Medical Image Segmentation with Stochastic Experts	Good	Good	Good	6	5	4	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
331-Paper1136	Implicit neural representations for joint decomposition and registration of gene expression images in the marmoset brain	Satisfactory	Very Good	Good	5	7	4	Very confident	Very confident	Confident but not absolutely certain	N/A	7	5
332-Paper0546	Importance Weighted Variational Cardiac MRI Registration Using Transformer and Implicit Prior	Good	Good	Good	5	5	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	6	5	N/A
333-Paper2605	Improved flexibility and interpretability of large vessel stroke prognostication using image synthesis and multi-task learning	Satisfactory	Very Good	Excellent	4	6	6	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	6
334-Paper2502	Improved Multi-Shot Diffusion-Weighted MRI with Zero-Shot Self-Supervised Learning Reconstruction	Good	Good	Poor	5	5	4	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
335-Paper1077	Improved Prognostic Prediction of Pancreatic Cancer Using Multi-Phase CT by Integrating Neural Distance and Texture-Aware Transformer	Very Good	Satisfactory	Good	5	5	5	Confident but not absolutely certain	Very confident	Somewhat confident	N/A	N/A	N/A
336-Paper0747	Improving Automatic Fetal Biometry Measurement with Swoosh Activation Function	Good	Very Good	Good	5	6	3	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	2
337-Paper1721	Improving Image-Based Precision Medicine with Uncertainty-Aware Causal Models	Excellent	Very Good	Good	7	5	4	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	7	6	6
338-Paper1899	Improving Outcome Prediction of Pulmonary Embolism by De-Biased Multi-Modality Model	Good	Good	Satisfactory	6	7	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
339-Paper1786	Improving Pathology Localization: Multi-Series Joint Attention Takes the Lead	Poor	Excellent	Very Good	3	7	5	Very confident	Very confident	Somewhat confident	4	N/A	5
340-Paper2610	Incomplete Multimodal Learning for Visual Acuity Prediction after Cataract Surgery Using Masked Self-Attention	Very Good	Good	Good	5	6	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
341-Paper0708	Incremental Learning for Heterogeneous Structure Segmentation in Brain Tumor MRI	Good	Good	Very Good	5	6	6	Somewhat confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
342-Paper1952	Inflated 3D Convolution-Transformer for Weakly-supervised Carotid Stenosis Grading with Ultrasound Videos	Good	Very Good	Satisfactory	5	7	5	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
343-Paper2539	Infusing physically inspired known operators in deep models of ultrasound elastography	Very Good	Satisfactory	Very Good	4	5	7	Very confident	Very confident	Not confident	N/A	5	N/A
344-Paper2197	Instance-Aware Diffusion Model for Gland Segmentation in Colon Histology Images	Poor	Good	Very Good	2	6	6	Very confident	Confident but not absolutely certain	Somewhat confident	2	N/A	6
345-Paper1885	Instructive Feature Enhancement for Dichotomous Medical Image Segmentation	Very Good	Good	Very Good	5	5	6	Very confident	Very confident	Very confident	N/A	N/A	N/A
346-Paper2092	Intelligent Virtual B-scan Mirror (IVBM)	Excellent	Excellent	Very Good	6	7	4	Very confident	Very confident	Very confident	N/A	7	N/A
347-Paper2128	Interpretable Deep Biomarker for Serial Monitoring of Carotid Atherosclerosis Based on Three-Dimensional Ultrasound Imaging	Good	Very Good	Very Good	4	6	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
348-Paper1676	Interpretable Medical Image Classification using Prototype Learning and Privileged Information	Very Good	Poor	Poor	7	4	4	Very confident	Confident but not absolutely certain	Very confident	7	5	5
349-Paper1303	Inter-slice Consistency for Unpaired Low-Dose CT Denoising using Boosted Contrastive Learning	Excellent	Good	Very Good	7	3	7	Very confident	Very confident	Very confident	8	N/A	8
350-Paper1521	Intraoperative CT augmentation for needle-based liver interventions	Very Good	Good	Very Good	4	5	6	Confident but not absolutely certain	Very confident	Very confident	6	N/A	N/A
351-Paper0552	Intra-operative Forecasting of Standing Spine Shape with Articulated Neural Kernel Fields	Satisfactory	Poor	Excellent	6	3	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	6	3	6
352-Paper1368	Inverse Consistency by Construction for Multistep Deep Registration	Very Good	Good	Very Good	5	3	7	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	4	N/A
353-Paper2670	InverseSR: 3D Brain MRI Super-Resolution Using a Latent Diffusion Model	Very Good	Very Good	Very Good	6	5	7	Not confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
354-Paper3556	Ischemic stroke segmentation from a cross-domain representation in multimodal diffusion studies	Good	Good	Very Good	3	5	7	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	5	N/A	N/A
355-Paper0322	Iteratively Coupled Multiple Instance Learning from Instance to Bag Classifier for Whole Slide Image Classification	Good	Very Good	Poor	7	5	3	Very confident	Confident but not absolutely certain	Very confident	7	5	5
356-Paper2307	JCCS-PFGM: A Novel Circle-Supervision based Poisson Flow Generative Model for Multiphase CECT Progressive Low-Dose Reconstruction with Joint Condition	Satisfactory	Good	Very Good	5	4	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	5	5	N/A
357-Paper0563	Joint Dense-Point Representation for Contour-Aware Graph Segmentation	Good	Good	Good	5	5	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
358-Paper2062	Joint optimization of a b-VAE for ECG task-specific feature extraction	Good	Very Good	Good	5	5	4	Confident but not absolutely certain	Somewhat confident	Confident but not absolutely certain	N/A	N/A	5
359-Paper3011	Joint prediction of response to therapy, molecular traits, and spatial organisation in colorectal cancer biopsies	Satisfactory	Excellent	Very Good	4	7	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
360-Paper1177	Joint Representation of Functional and Structural Profiles for Identifying Common and Consistent 3-Hinge Gyral Folding Landmark	Good	Poor	Good	5	1	6	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	6
361-Paper0356	Joint Segmentation and Sub-Pixel Localization in Structured Light Laryngoscopy	Satisfactory	Good	Very Good	3	5	6	Very confident	Somewhat confident	Very confident	4	N/A	6
362-Paper2314	Knowledge Boosting: Rethinking Medical Contrastive Vision-Language Pre-Training	Very Good	Very Good	Good	5	6	4	Confident but not absolutely certain	Very confident	Very confident	5	N/A	N/A
363-Paper3714	L3DMC: Lifelong Learning using Distillation via Mixed-Curvature Space	Good	Very Good	Good	5	7	5	Somewhat confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
364-Paper2334	Label-Free Nuclei Segmentation Using Intra-Image Self Similarity	Very Good	Satisfactory	Very Good	7	4	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
365-Paper2188	Label-preserving Data Augmentation in Latent Space for Diabetic Retinopathy Recognition	Satisfactory	Very Good	Poor	6	7	4	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
366-Paper1581	LABRAD-OR: Lightweight Memory Scene Graphs for Accurate Bimodal Reasoning in Dynamic Operating Rooms	Excellent	Good	Good	5	5	5	Very confident	Confident but not absolutely certain	Somewhat confident	N/A	N/A	N/A
367-Paper3278	Laplacian-Former: Overcoming the Limitations of Vision Transformers in Local Texture Detection	Good	Poor	Satisfactory	6	5	6	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
368-Paper0933	Learnable Cross-modal Knowledge Distillation for Multi-modal Learning with Missing Modality	Good	Very Good	Very Good	5	6	4	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	5
369-Paper3610	Learnable Query Initialization for Surgical Instrument Instance Segmentation	Good	Very Good	Good	5	5	5	Very confident	Not confident	Confident but not absolutely certain	N/A	N/A	N/A
370-Paper0417	Learnable Subdivision Graph Neural Network for Functional Brain Network Analysis and Interpretable Cognitive Disorder Diagnosis	Satisfactory	Very Good	Very Good	3	6	7	Confident but not absolutely certain	Somewhat confident	Very confident	N/A	N/A	N/A
371-Paper1024	Learned Alternating Minimization Algorithm for Dual-Domain Sparse-View CT Reconstruction	Very Good	Excellent	Satisfactory	7	7	5	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
372-Paper1604	Learning Asynchronous Common and Individual Functional Brain Network for AD Diagnosis	Very Good	Very Good	Good	6	6	4	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
373-Paper0224	Learning Deep Intensity Field for Extremely Sparse-View CBCT Reconstruction	Very Good	Good	Excellent	6	3	4	Very confident	Very confident	Very confident	6	3	N/A
374-Paper1323	Learning Expected Appearances for Intraoperative Registration during Neurosurgery	Good	Poor	Very Good	6	2	7	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	6	1	7
375-Paper1989	Learning Large Margin Sparse Embeddings for Open Set Medical Diagnosis	Excellent	Good	Good	6	5	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
376-Paper0625	Learning normal asymmetry representations for homologous brain structures	Very Good	Good		6	5		Very confident	Very confident		N/A	N/A	
377-Paper1418	Learning Ontology-based Hierarchical Structural Relationship for Whole Brain Segmentation	Very Good	Good	Very Good	6	5	5	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	6
378-Paper2873	Learning Reliability of Multi-Modality Medical Images for Tumor Segmentation via Evidence-Identified Denoising Diffusion Probabilistic Models	Good	Good	Good	5	4	6	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
379-Paper2158	Learning Robust Classifier for Imbalanced Medical Image Dataset with Noisy Labels by Minimizing Invariant Risk	Good	Very Good	Poor	7	6	4	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	4
380-Paper0924	Learning Transferable Object-Centric Diffeomorphic Transformations for Data Augmentation in Medical Image Segmentation	Excellent	Excellent	Very Good	7	4	5	Somewhat confident	Very confident	Confident but not absolutely certain	N/A	5	N/A
381-Paper1688	Learning with Domain-Knowledge for Generalizable Prediction of Alzheimer's Disease from Multi-Site Structural MRI	Very Good	Good	Satisfactory	5	6	3	Confident but not absolutely certain	Very confident	Very confident	6	N/A	4
382-Paper0459	Learning with Synthesized Data for Generalizable Lesion Detection in Real PET Images	Excellent	Good	Good	7	5	4	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
383-Paper1429	Lesion-aware Contrastive Learning for Diabetic Retinopathy Diagnosis	Poor	Very Good	Good	3	6	6	Somewhat confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
384-Paper3172	LightNeuS: Neural Surface Reconstruction in Endoscopy using Illumination Decline	Very Good	Satisfactory	Very Good	4	5	6	Very confident	Confident but not absolutely certain	Very confident	5	N/A	6
385-Paper0353	Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network	Very Good	Very Good	Good	6	6	2	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
386-Paper0561	LLCaps: Learning to Illuminate Low-Light Capsule Endoscopy with Curved Wavelet Attention and Reverse Diffusion	Very Good	Good	Good	6	6	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	6
387-Paper1317	Localized Questions in Medical Visual Question Answering	Good	Very Good	Good	5	4	5	Very confident	Confident but not absolutely certain	Very confident	5	N/A	N/A
388-Paper1736	Localized Region Contrast for Enhancing Self-Supervised Learning in Medical Image Segmentation	Very Good	Excellent	Good	5	6	4	Confident but not absolutely certain	Very confident	Very confident	6	7	4
389-Paper2564	Longitudinal Multimodal Transformer Integrating Imaging and Latent Clinical Signatures From Routine EHRs for Pulmonary Nodule Classification	Good	Very Good	Good	5	6	6	Very confident	Very confident	Very confident	N/A	N/A	N/A
390-Paper2419	LOTUS: Learning to Optimize Task-based US representations	Very Good	Very Good	Very Good	3	6	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	5	7	N/A
391-Paper0785	Low-dose CT image super-resolution network with dual-guidance feature distillation and dual-path content communication	Good	Good	Good	4	5	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	5	N/A	N/A
392-Paper1483	LSOR: Longitudinally-Consistent Self-Organized Representation Learning	Poor	Good	Very Good	4	5	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
393-Paper3007	LUCYD: A Feature-Driven Richardson-Lucy Deconvolution Network	Very Good	Poor	Very Good	5	4	7	Confident but not absolutely certain	Somewhat confident	Very confident	5	N/A	N/A
394-Paper3448	M&M: Tackling False Positives in Mammography with a Multi-view and Multi-instance Learning Sparse Detector	Very Good	Very Good	Excellent	5	4	6	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
395-Paper1607	M3D-NCA: Robust 3D Segmentation with Built-in Quality Control	Very Good	Very Good	Very Good	6	6	7	Somewhat confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
396-Paper3565	Machine Learning for Automated Mitral Regurgitation Detection from Cardiac Imaging	Excellent	Very Good	Poor	7	7	3	Very confident	Very confident	Very confident	N/A	N/A	N/A
397-Paper0872	Make-A-Volume: Leveraging Latent Diffusion Models for Cross-Modality 3D Brain MRI Synthesis	Good	Good	Very Good	3	5	7	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	4	5	N/A
398-Paper1299	Mammo-Net: Integrating Gaze Supervision and Interactive Information in Multi-view Mammogram Classification	Poor	Very Good	Good	3	5	5	Very confident	Confident but not absolutely certain	Very confident	N/A	5	6
399-Paper0981	Many tasks make light work: Learning to localise medical anomalies from multiple synthetic tasks	Very Good	Good	Good	6	6	5	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
400-Paper0416	Masked Frequency Consistency for Domain-Adaptive Semantic Segmentation of Laparoscopic Images	Very Good	Very Good	Very Good	5	6	5	Very confident	Somewhat confident	Confident but not absolutely certain	N/A	N/A	N/A
401-Paper2138	Masked Vision and Language Pre-training with Unimodal and Multimodal Contrastive Losses for Medical Visual Question Answering	Good	Good	Good	5	6	4	Confident but not absolutely certain	Somewhat confident	Very confident	N/A	N/A	N/A
402-Paper2185	Maximum Entropy on Erroneous Predictions: Improving model calibration for medical image segmentation	Excellent	Very Good	Very Good	6	7	7	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
403-Paper3185	Maximum-entropy estimation of joint relaxation-diffusion distribution using multi-TE diffusion MRI	Good	Very Good	Very Good	4	6	5	Somewhat confident	Confident but not absolutely certain	Somewhat confident	N/A	N/A	N/A
404-Paper2640	MDA-SR: Multi-level Domain Adaptation Super-Resolution for Wireless Capsule Endoscopy Images	Satisfactory	Good	Good	5	6	5	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
405-Paper1943	MDViT: Multi-domain Vision Transformer for Small Medical Image Segmentation Datasets	Very Good	Satisfactory	Very Good	6	4	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	6	4	6
406-Paper2585	MedGen3D: A Deep Generative Framework for Paired 3D Image and Mask Generation	Very Good	Very Good	Good	7	6	3	Confident but not absolutely certain	Very confident	Very confident	N/A	6	4
407-Paper1834	Medical Boundary Diffusion Model for Skin Lesion Segmentation	Very Good	Very Good	Very Good	4	5	7	Somewhat confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
408-Paper0377	Medical Phrase Grounding with Region-Phrase Context Contrastive Alignment	Good	Satisfactory	Very Good	3	6	6	Very confident	Confident but not absolutely certain	Very confident	3	N/A	6
409-Paper0253	MedIM: Boost Medical Image Representation via Radiology Report-guided Masking	Good	Very Good	Good	5	5	5	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
410-Paper1656	MedNeXt: Transformer-driven Scaling of ConvNets for Medical Image Segmentation	Very Good	Excellent	Good	5	5	6	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
411-Paper2107	Memory Replay for Continual Medical Image Segmentation through Atypical Sample Selection	Very Good	Excellent	Good	5	6	4	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	5
412-Paper0831	MEPNet: A Model-Driven Equivariant Proximal Network for Joint Sparse-View Reconstruction and Metal Artifact Reduction in CT Images	Excellent	Very Good	Good	5	5	5	Very confident	Confident but not absolutely certain	Somewhat confident	5	5	N/A
