category		contribution	contribution	contribution	detailed	detailed	detailed	justifictation	justifictation	justifictation	reproducibility	reproducibility	reproducibility	strenghts	strenghts	strenghts	total	total	total	weakness	weakness	weakness
265-Paper1987	Intervention & Interaction Federated Abnormality Detection with Noisy Clients	51	45	105.0	15	119	245.0	15	36	52.0	2	4	52.0	42	71	176.0	127.0	347.0	902.0	2	72	272.0
266-Paper1938	Intra-class Contrastive Learning Improves Computer Aided Diagnosis of Breast Cancer in Mammography	48	28	24.0	182	12	60.0	17	8	14.0	45	10	12.0	25	40	49.0	330.0	152.0	182.0	13	54	23.0
267-Paper1542	Invertible Sharpening Network for MRI Reconstruction Enhancement	37	28	42.0	195	22	63.0	27	23	25.0	30	14	21.0	24	41	86.0	394.0	155.0	264.0	81	27	27.0
268-Paper2202	Is a PET all you need? A multi-modal study for Alzheimer's disease using 3D CNNs	35	32	56.0	73	44	101.0	35	33	13.0	9	10	16.0	37	34	45.0	202.0	168.0	305.0	13	15	74.0
269-Paper1711	iSegFormer: Interactive Segmentation via Transformers with Application to 3D Knee MR Images	31	154	92.0	42	550	227.0	11	81	22.0	6	192	11.0	18	209	64.0	174.0	1304.0	572.0	66	118	156.0
270-Paper0679	Joint Class-Affinity Loss Correction for Robust Medical Image Segmentation with Noisy Labels	48	91	50.0	104	109	44.0	56	64	18.0	10	33	9.0	23	85	40.0	341.0	553.0	205.0	100	171	44.0
271-Paper0179	Joint Graph Convolution for Analyzing Brain Structural and Functional Connectome	14	62	26.0	4	79	137.0	11	26	21.0	3	10	92.0	27	26	20.0	124.0	269.0	387.0	65	66	91.0
272-Paper1464	Joint Modeling of Image and Label Statistics for Enhancing Model Generalizability of Medical Image Segmentation	88	89	74.0	96	60	318.0	45	15	47.0	28	17	11.0	86	27	62.0	436.0	220.0	694.0	93	12	182.0
273-Paper1557	Joint Prediction of Meningioma Grade and Brain Invasion via Task-Aware Contrastive Learning	108	54	106.0	103	200	123.0	38	80	34.0	48	41	20.0	54	57	13.0	569.0	730.0	321.0	218	298	25.0
274-Paper2040	Joint Region-Attention and Multi-Scale Transformer for Microsatellite Instability Detection from Whole Slide Images in Gastrointestinal Cancer	20	75	45.0	149	107	1.0	16	55	5.0	11	44	7.0	8	167	33.0	288.0	523.0	92.0	84	75	1.0
275-Paper1974	Kernel Attention Transformer (KAT) for Histopathology Whole Slide Image Classification	34	77	42.0	3	255	34.0	46	73	54.0	27	7	30.0	51	48	87.0	260.0	510.0	286.0	99	50	39.0
276-Paper0419	Key-frame Guided Network for Thyroid Nodule Recognition using Ultrasound Videos	114	33	62.0	101	161	102.0	16	30	26.0	52	38	34.0	59	19	48.0	412.0	305.0	374.0	70	24	102.0
277-Paper0584	Knowledge Distillation to Ensemble Global and Interpretable Prototype-based Mammogram Classification Models	48	41	36.0	17	63	73.0	24	22	10.0	7	27	41.0	11	36	116.0	112.0	217.0	410.0	5	28	134.0
278-Paper2211	Landmark-free Statistical Shape Modeling via Neural Flow Deformations	25	66	13.0	52	29	36.0	12	20	41.0	1	36	24.0	5	90	39.0	100.0	380.0	192.0	5	139	39.0
279-Paper1397	Layer Ensembles: A Single-Pass Uncertainty Estimation in Deep Learning for Segmentation	33	60	14.0	64	63	94.0	11	30	19.0	2	8	13.0	26	46	29.0	173.0	494.0	300.0	37	287	131.0
280-Paper1555	Learn to Ignore: Domain Adaptation for Multi-Site MRI Analysis	88	106	49.0	131	7	20.0	33	36	8.0	18	8	16.0	53	26	82.0	359.0	286.0	249.0	36	103	74.0
281-Paper1959	Learning Incrementally to Segment Multiple Organs in a CT Image	63	54	78.0	37	8	228.0	44	20	29.0	8	1	40.0	153	49	62.0	600.0	203.0	462.0	295	71	25.0
282-Paper2474	Learning iterative optimisation for deformable image registration of lung CT with recurrent convolutional networks	62	22	18.0	96	89	32.0	2	13	20.0	4	2	10.0	161	41	29.0	473.0	293.0	146.0	148	126	37.0
283-Paper0492	Learning Robust Representation for Joint Grading of Ophthalmic Diseases via Adaptive Curriculum and Feature Disentanglement	94	53	37.0	69	84	7.0	42	15	26.0	18	8	13.0	67	27	29.0	330.0	195.0	125.0	40	8	13.0
284-Paper1319	Learning self-calibrated optic disc and cup segmentation from multi-rater annotations	57	60	52.0	25	132	232.0	30	33	43.0	17	37	10.0	100	74	15.0	238.0	389.0	400.0	9	53	48.0
285-Paper2366	Learning shape distributions from large databases of healthy organs: applications to zero-shot and few-shot abnormal pancreas detection	33	17	62.0	11	4	27.0	25	12	70.0	43	3	40.0	38	9	92.0	164.0	79.0	301.0	14	34	10.0
286-Paper1507	Learning towards Synchronous Network Memorizability and Generalizability for Continual Segmentation across Multiple Sites	34	52	57.0	184	42	70.0	34	44	56.0	31	2	5.0	63	40	49.0	464.0	293.0	243.0	118	113	6.0
287-Paper0967	Learning Tumor-Induced Deformations to Improve Tumor-Bearing Brain MR Segmentation	114	79	149.0	292	57	63.0	28	25	29.0	60	16	28.0	32	20	76.0	606.0	283.0	504.0	80	86	159.0
288-Paper1591	Learning Underrepresented Classes from Decentralized Partially Labeled Medical Images	39	51	46.0	116	117	5.0	18	17	5.0	11	11	8.0	26	37	61.0	231.0	271.0	218.0	21	38	93.0
289-Paper1723	Learning with Context Encoding for Single-Stage Cranial Bone Labeling and Landmark Localization	19	77	78.0	2	17	68.0	14	76	37.0	7	15	52.0	31	14	153.0	232.0	275.0	413.0	159	76	25.0
290-Paper2333	Learning-based and unrolled motion-compensated reconstruction for cardiac MR CINE imaging	35	38	40.0	19	40	55.0	9	12	25.0	28	1	26.0	33	33	96.0	184.0	133.0	272.0	60	9	30.0
291-Paper0256	Learning-based US-MR Liver Image Registration with Spatial Priors	35	35	90.0	189	10	1.0	8	9	26.0	3	14	9.0	42	77	0.0	321.0	253.0	127.0	44	108	1.0
292-Paper1034	Lesion Guided Explainable Few Weak-shot Medical Report Generation	75	92	41.0	64	6	47.0	15	23	10.0	27	11	18.0	33	182	35.0	526.0	430.0	177.0	312	116	26.0
293-Paper1939	Lesion-Aware Contrastive Representation Learning for Histopathology Whole Slide Images Analysis	21	68	60.0	2	206	59.0	26	20	8.0	11	7	14.0	45	32	60.0	235.0	477.0	252.0	130	144	51.0
294-Paper0847	Lesion-aware Dynamic Kernel for Polyp Segmentation	40	70	39.0	202	5	267.0	27	26	13.0	49	31	8.0	68	22	30.0	467.0	197.0	462.0	81	43	105.0
295-Paper0586	Less is More: Adaptive Curriculum Learning for Thyroid Nodule Diagnosis	74	32	54.0	73	169	14.0	9	8	32.0	29	8	26.0	67	9	35.0	288.0	231.0	238.0	36	5	77.0
296-Paper1674	Leveraging Labeling Representations in Uncertainty-based Semi-supervised Segmentation	74	30	66.0	145	155	6.0	76	30	30.0	13	1	5.0	85	30	38.0	455.0	274.0	224.0	62	28	79.0
297-Paper2800	LIDP: A Lung Image Dataset with Pathological Information for Lung Cancer Screening	147	43	32.0	41	328	120.0	69	54	68.0	27	31	44.0	28	73	108.0	437.0	636.0	487.0	125	107	115.0
298-Paper2088	LifeLonger: A Benchmark for Continual Disease Classification	38	58	53.0	236	135	404.0	41	30	50.0	33	7	7.0	32	26	100.0	473.0	300.0	1000.0	93	44	386.0
299-Paper0447	LiftReg: Limited Angle 2D/3D Deformable Registration	21	112	19.0	36	102	51.0	31	40	23.0	38	39	1.0	47	122	12.0	206.0	546.0	161.0	33	131	55.0
300-Paper2336	Light-weight spatio-temporal graphs for segmentation and ejection fraction prediction in cardiac ultrasound	43	106	53.0	134	132	246.0	17	37	85.0	11	38	40.0	28	113	26.0	285.0	623.0	469.0	52	197	19.0
301-Paper2383	Local Attention Graph-based Transformer for Multi-target Genetic Alteration Prediction	33	37	26.0	29	136	1.0	21	17	5.0	14	16	7.0	39	66	33.0	180.0	296.0	73.0	44	24	1.0
302-Paper0578	Local Graph Fusion of Multi-View MR Images for Knee Osteoarthritis Diagnosis	91	90	64.0	12	88	87.0	25	28	30.0	18	9	15.0	52	48	72.0	343.0	336.0	269.0	145	73	1.0
303-Paper0919	Localizing the Recurrent Laryngeal Nerve via Ultrasound with a Bayesian Shape Framework	37	29	51.0	14	58	43.0	14	59	20.0	9	23	43.0	38	59	63.0	126.0	286.0	390.0	14	58	170.0
304-Paper1059	Local-Region and Cross-Dataset Contrastive Learning for Retinal Vessel Segmentation	83	29	79.0	25	80	135.0	28	47	31.0	18	11	19.0	96	14	108.0	286.0	268.0	657.0	36	87	285.0
305-Paper1649	Longitudinal Infant Functional Connectivity Prediction via Conditional Intensive Triplet Network	39	45	13.0	95	26	108.0	25	38	32.0	73	14	26.0	75	34	16.0	570.0	168.0	234.0	263	11	39.0
306-Paper2874	Long-tailed Multi-label Retinal Diseases Recognition via Relational Learning and Knowledge Distillation	72	59	81.0	15	72	7.0	6	58	41.0	12	24	27.0	35	13	32.0	162.0	293.0	467.0	22	67	279.0
307-Paper1411	Low-Dose CT Reconstruction via Dual-Domain Learning and Controllable Modulation	71	32	14.0	312	36	82.0	51	22	34.0	102	8	14.0	49	27	36.0	862.0	147.0	191.0	277	22	11.0
308-Paper0125	Low-Resource Adversarial Domain Adaptation for Cross-Modality Nucleus Detection	41	88	61.0	22	242	75.0	154	49	126.0	11	38	26.0	39	91	31.0	398.0	863.0	329.0	131	355	10.0
309-Paper2658	LSSANet: A Long Short Slice-Aware Network for Pulmonary Nodule Detection	34	42	0.0	97	30	0.0	59	8	0.0	20	7	0.0	14	27	0.0	277.0	159.0	0.0	53	45	0.0
310-Paper0217	MAL: Multi-modal attention learning for tumor diagnosis based on bipartite graph and multiple branches	43	73	31.0	139	289	13.0	4	33	22.0	24	5	9.0	35	34	57.0	299.0	617.0	161.0	54	183	29.0
311-Paper2233	MaNi: Maximizing Mutual Information for Nuclei Cross-Domain Unsupervised Segmentation	65	54	45.0	298	38	5.0	20	10	27.0	53	15	10.0	81	36	93.0	714.0	294.0	255.0	197	141	75.0
312-Paper2849	Mapping in Cycles: Dual-Domain PET-CT Synthesis Framework with Cycle-Consistent Constraints	120	45	59.0	172	2	259.0	145	34	47.0	38	10	8.0	115	33	26.0	933.0	150.0	421.0	343	26	22.0
313-Paper0549	Mask Rearranging Data Augmentation for 3D Mitochondria Segmentation	92	33	119.0	83	42	761.0	30	20	37.0	152	41	97.0	114	36	69.0	557.0	309.0	1289.0	86	137	206.0
314-Paper0438	MaxStyle: Adversarial Style Composition for Robust Medical Image Segmentation	61	11	48.0	30	55	42.0	17	53	44.0	39	16	10.0	70	39	44.0	255.0	220.0	210.0	38	46	22.0
315-Paper0755	MCP-Net: Inter-frame Motion Correction with Patlak Regularization for Whole-body Dynamic PET	60	97	56.0	11	201	41.0	53	46	16.0	15	16	1.0	71	115	43.0	426.0	605.0	199.0	216	130	42.0
316-Paper1909	Measurement-conditioned Denoising Diffusion Probabilistic Model for Under-sampled Medical Image Reconstruction	34	20	28.0	27	68	46.0	32	14	40.0	12	2	32.0	48	19	16.0	236.0	136.0	241.0	83	13	79.0
317-Paper1138	Mesh-based 3D Motion Tracking in Cardiac MRI using Deep Learning	31	61	41.0	23	171	320.0	10	54	51.0	2	22	7.0	47	85	61.0	201.0	434.0	532.0	88	41	52.0
318-Paper0422	Meta-hallucinator: Towards few-shot cross-modality cardiac image segmentation	69	35	32.0	75	13	12.0	25	8	16.0	12	6	12.0	35	61	35.0	374.0	194.0	186.0	158	71	79.0
319-Paper2696	MIRST-DM: Multi-Instance RST with Drop-Max Layer for Robust Classification of Breast Cancer	28	56	54.0	54	2	269.0	12	38	47.0	4	15	28.0	20	51	38.0	157.0	250.0	512.0	39	88	76.0
320-Paper1972	Mixed Reality and Deep Learning for External Ventricular Drainage Placement: a Fast and Automatic Workflow for Emergency Treatments	59	36	15.0	84	43	211.0	10	44	13.0	20	7	17.0	31	25	10.0	228.0	186.0	291.0	24	31	25.0
321-Paper0363	mmFormer: Multimodal Medical Transformer for Incomplete Multimodal Learning of Brain Tumor Segmentation	37	103	45.0	44	479	55.0	31	108	10.0	5	95	8.0	43	61	29.0	244.0	919.0	349.0	84	73	202.0
322-Paper0649	Modality-adaptive Feature Interaction for Brain Tumor Segmentation with Missing Modalities	31	50	61.0	33	47	86.0	62	14	12.0	41	1	10.0	48	64	37.0	275.0	316.0	226.0	60	140	20.0
323-Paper1690	ModDrop++: A Dynamic Filter Network with Intra-subject Co-training for Multiple Sclerosis Lesion Segmentation with Missing Modalities	63	50	45.0	97	166	60.0	50	24	19.0	10	7	32.0	77	103	73.0	595.0	483.0	252.0	298	133	23.0
324-Paper1665	Modelling Cycles in Brain Networks with the Hodge Laplacian	132	76	122.0	2	92	98.0	39	17	78.0	19	14	1.0	28	43	59.0	514.0	250.0	431.0	294	8	73.0
325-Paper0964	Momentum Contrastive Voxel-wise Representation Learning for Semi-supervised Volumetric Medical Image Segmentation	73	63	29.0	35	7	167.0	29	53	21.0	28	23	7.0	58	69	27.0	647.0	345.0	328.0	424	130	77.0
326-Paper2100	Morphology-Aware Interactive Keypoint Estimation	68	101	75.0	96	136	904.0	59	45	101.0	25	48	49.0	96	80	48.0	511.0	549.0	1268.0	167	139	91.0
327-Paper2818	Moving from 2D to 3D: volumetric medical image classification for rectal cancer staging	54	50	36.0	172	15	67.0	34	7	30.0	17	1	116.0	49	25	18.0	369.0	291.0	450.0	43	193	183.0
328-Paper2326	MRI Reconstruction by Completing Under-sampled K-space Data with Learnable Fourier Interpolation	81	46	115.0	82	398	113.0	39	42	50.0	8	4	251.0	122	11	64.0	404.0	575.0	659.0	72	74	66.0
329-Paper1984	mulEEG: A Multi-View Representation Learning on EEG Signals	10	32	23.0	202	8	25.0	23	8	18.0	9	6	12.0	5	26	18.0	265.0	109.0	104.0	16	29	8.0
330-Paper0876	Multidimensional Hypergraph on Delineated Retinal Features for Pathological Myopia Task.	58	44	129.0	42	31	107.0	38	27	37.0	20	15	25.0	58	75	39.0	278.0	377.0	464.0	62	185	127.0
331-Paper1289	Multi-head Attention-based Masked Sequence Model for Mapping Functional Brain Networks	115	91	25.0	327	201	341.0	18	15	61.0	79	8	21.0	117	51	53.0	874.0	520.0	614.0	218	154	113.0
332-Paper2758	Multi-institutional Investigation of Model Generalizability for Virtual Contrast-enhanced MRI Synthesis	45	74	48.0	137	28	66.0	5	28	94.0	2	226	2.0	27	74	28.0	286.0	490.0	297.0	70	60	59.0
333-Paper0373	Multimodal Brain Tumor Segmentation Using Contrastive Learning based Feature Comparison with Monomodal Normal Brain Images	102	124	151.0	140	622	380.0	40	74	41.0	12	96	9.0	53	83	93.0	468.0	1175.0	704.0	121	176	30.0
334-Paper1961	Multimodal Contrastive Learning for Prospective Personalized Estimation of CT Organ Dose	70	162	54.0	33	55	234.0	29	30	38.0	31	34	13.0	20	38	20.0	281.0	542.0	407.0	98	223	48.0
335-Paper2386	Multi-Modal Hypergraph Diffusion Network with Dual Prior for Alzheimer Classification	52	45	40.0	5	13	52.0	20	8	38.0	8	12	9.0	66	88	13.0	298.0	425.0	196.0	147	259	44.0
336-Paper1841	Multi-Modal Masked Autoencoders for Medical Vision-and-Language Pre-Training	78	78	45.0	86	16	24.0	40	53	32.0	13	4	1.0	62	20	73.0	283.0	257.0	289.0	4	86	114.0
337-Paper1488	Multi-modal Retinal Image Registration Using a Keypoint-Based Vessel Structure Aligning Network	26	50	32.0	170	191	101.0	20	73	14.0	6	44	4.0	40	77	15.0	301.0	631.0	180.0	39	196	14.0
338-Paper1274	Multi-Modal Unsupervised Pre-Training for Surgical Operating Room Workflow Analysis	48	75	33.0	212	77	80.0	26	7	23.0	23	8	29.0	12	59	15.0	344.0	327.0	329.0	23	101	149.0
339-Paper1682	Multimodal-GuideNet: Gaze-Probe Bidirectional Guidance in Obstetric Ultrasound Scanning	108	102	31.0	37	48	23.0	30	28	22.0	22	3	22.0	39	171	52.0	278.0	389.0	183.0	42	37	33.0
340-Paper0966	Multiple Instance Learning with Mixed Supervision in Gleason Grading	50	32	59.0	46	58	286.0	35	23	51.0	20	4	27.0	25	49	40.0	204.0	231.0	526.0	28	65	63.0
341-Paper0404	Multi-scale Super-resolution Magnetic Resonance Spectroscopic Imaging with Adjustable Sharpness	74	27	50.0	104	84	60.0	16	7	41.0	25	32	12.0	78	39	49.0	565.0	296.0	237.0	268	107	25.0
342-Paper1789	Multiscale Unsupervised Retinal Edema Area Segmentation in OCT Images	60	75	41.0	69	42	288.0	8	39	45.0	2	29	18.0	10	47	20.0	178.0	293.0	449.0	29	61	37.0
343-Paper2517	Multi-site Normative Modeling of Diffusion Tensor Imaging Metrics Using Hierarchical Bayesian Regression	96	18	70.0	137	76	9.0	82	15	10.0	54	13	9.0	56	38	146.0	528.0	185.0	497.0	103	25	253.0
344-Paper0613	Multi-Task Lung Nodule Detection in Chest Radiographs with a Dual Head Network	39	13	62.0	27	20	322.0	35	44	71.0	6	48	17.0	32	58	58.0	193.0	217.0	563.0	54	34	33.0
345-Paper2559	Multi-task video enhancement for dental interventions	58	45	43.0	340	19	4.0	29	15	4.0	15	19	6.0	59	59	21.0	631.0	241.0	124.0	130	84	46.0
346-Paper1336	Multi-TransSP: Multimodal Transformer for Survival Prediction of Nasopharyngeal Carcinoma Patients	25	43	68.0	54	124	121.0	15	35	49.0	10	12	35.0	21	15	82.0	206.0	250.0	514.0	81	21	159.0
347-Paper0568	Multi-view Local Co-occurrence and Global Consistency Learning Improve Mammogram Classification Generalisation	31	63	68.0	91	59	32.0	10	21	73.0	1	24	18.0	12	86	39.0	157.0	363.0	267.0	12	110	37.0
348-Paper0534	MUSCLE: Multi-task Self-supervised Continual Learning to Pre-train Deep Models for X-ray Images of Multiple Body Parts	53	63	139.0	2	42	58.0	14	12	34.0	25	14	27.0	49	43	27.0	264.0	212.0	387.0	121	38	102.0
349-Paper0974	NAF: Neural Attenuation Fields for Sparse-View CBCT Reconstruction	73	40	9.0	59	2	49.0	60	43	35.0	19	30	6.0	53	63	17.0	544.0	240.0	138.0	280	62	22.0
350-Paper0929	NerveFormer: A Cross-Sample Aggregation Network for Corneal Nerve Segmentation	38	28	34.0	4	216	151.0	13	44	11.0	28	24	22.0	9	33	65.0	418.0	361.0	461.0	326	16	178.0
351-Paper0436	NestedFormer: Nested Modality-Aware Transformer for Brain Tumor Segmentation	44	62	30.0	40	21	152.0	37	30	19.0	4	30	24.0	22	44	19.0	187.0	227.0	260.0	40	40	16.0
352-Paper0117	Neural Annotation Refinement: Development of a New 3D Dataset for Adrenal Gland Analysis	14	50	25.0	6	198	241.0	21	12	63.0	12	4	22.0	35	53	70.0	194.0	450.0	674.0	106	133	253.0
353-Paper1091	Neural Rendering for Stereo 3D Reconstruction of Deformable Tissues in Robotic Surgery	145	66	65.0	44	255	55.0	19	37	57.0	11	15	12.0	83	37	80.0	655.0	482.0	324.0	353	72	55.0
354-Paper0240	Neuro-RDM: An Explainable Neural Network Landscape of Reaction-Diffusion Model for Cognitive Task Recognition	85	33	105.0	190	177	343.0	45	101	42.0	4	31	37.0	73	17	62.0	686.0	378.0	799.0	289	19	210.0
355-Paper2027	Noise transfer for unsupervised domain adaptation of retinal OCT images	104	50	42.0	373	23	100.0	47	60	83.0	9	10	25.0	21	47	72.0	594.0	348.0	334.0	40	158	12.0
356-Paper0041	Noise2SR: Learning to Denoise from Super-Resolved Single Noisy Fluorescence Image	76	49	70.0	56	54	69.0	83	40	83.0	14	14	17.0	31	111	10.0	289.0	297.0	307.0	29	29	58.0
357-Paper1103	Non-iterative Coarse-to-fine Registration based on Single-pass Deep Cumulative Learning	76	35	74.0	134	42	55.0	33	46	12.0	15	6	10.0	19	28	46.0	293.0	385.0	238.0	16	228	41.0
358-Paper0915	Nonlinear Conditional Time-varying Granger Causality of Task fMRI via Deep Stacking Networks and Adaptive Convolutional Kernels	55	66	79.0	545	84	4.0	63	42	41.0	15	46	13.0	20	70	24.0	785.0	470.0	300.0	87	162	139.0
359-Paper0984	Nonlinear Regression of Remaining Surgical Duration via Bayesian LSTM-based Deep Negative Correlation Learning	49	65	21.0	92	696	65.0	49	84	38.0	29	163	12.0	118	119	33.0	422.0	1240.0	216.0	85	113	47.0
360-Paper0560	NVUM: Non-Volatile Unbiased Memory for Robust Medical Image Classification	42	51	58.0	131	48	71.0	23	14	37.0	19	10	39.0	23	46	131.0	348.0	261.0	524.0	110	92	188.0
361-Paper2729	On Surgical Planning of Percutaneous Nephrolithotomy with Patient-Specific CTRs	64	70	33.0	31	391	50.0	31	50	6.0	47	52	11.0	80	20	8.0	331.0	633.0	140.0	78	50	32.0
362-Paper0175	On the Dataset Quality Control for Image Registration Evaluation	66	37	123.0	404	6	140.0	21	33	16.0	68	4	29.0	95	27	104.0	827.0	242.0	509.0	173	135	97.0
363-Paper1718	On the Uncertain Single-View Depths in Colonoscopies	54	43	36.0	201	88	253.0	83	29	33.0	99	7	16.0	86	39	16.0	762.0	221.0	401.0	239	15	47.0
364-Paper0816	One-Shot Segmentation of Novel White Matter Tracts via Extensive Data Augmentation	83	93	17.0	227	136	96.0	36	68	42.0	56	53	1.0	25	79	42.0	490.0	455.0	235.0	63	26	37.0
365-Paper0658	Online Easy Example Mining for Weakly-supervised Gland Segmentation from Histology Images	65	29	85.0	104	47	127.0	57	9	68.0	3	11	12.0	28	41	93.0	553.0	189.0	477.0	296	52	92.0
366-Paper1267	Online Reflective Learning for Robust Medical Image Segmentation	69	33	59.0	10	145	52.0	46	28	44.0	16	15	6.0	41	59	60.0	543.0	340.0	464.0	361	60	243.0
367-Paper1419	OnlyCaps-Net, a capsule only based neural network for 2D and 3D semantic segmentation	93	41	79.0	16	54	140.0	32	21	46.0	4	17	8.0	33	22	34.0	238.0	195.0	364.0	60	40	57.0
368-Paper0347	Only-Train-Once MR Fingerprinting for Magnetization Transfer Contrast Quantification	52	20	56.0	11	58	45.0	69	42	33.0	14	6	13.0	136	39	31.0	293.0	303.0	188.0	11	138	10.0
369-Paper1164	Opinions Vary? Diagnosis First!	50	44	40.0	73	3	72.0	21	7	23.0	14	9	9.0	32	10	33.0	245.0	203.0	306.0	55	130	129.0
370-Paper2723	Opportunistic Incidence Prediction of Multiple Chronic Diseases from Abdominal CT Imaging Using Multi-Task Learning	125	65	19.0	15	65	52.0	21	45	57.0	19	24	46.0	89	62	89.0	391.0	332.0	301.0	122	71	38.0
371-Paper0303	Optimal MRI Undersampling Patterns for Pathology Localization	19	60	41.0	43	91	50.0	76	15	44.0	4	16	17.0	13	51	69.0	180.0	254.0	257.0	25	21	36.0
372-Paper0371	Optimal Transport based Ordinal Pattern Tree Kernel for Brain Disease Diagnosis	34	68	59.0	12	47	64.0	18	10	21.0	15	16	4.0	59	20	50.0	150.0	286.0	278.0	12	125	80.0
373-Paper0654	ORF-Net: Deep Omni-supervised Rib Fracture Detection from Chest CT Scans	59	123	75.0	31	2	49.0	23	38	42.0	9	4	15.0	103	46	53.0	402.0	279.0	322.0	177	66	88.0
374-Paper1581	Orientation-guided Graph Convolutional Network for Bone Surface Segmentation	71	18	56.0	50	249	157.0	28	13	55.0	39	19	49.0	38	34	69.0	301.0	367.0	435.0	75	34	49.0
375-Paper2185	Orientation-Shared Convolution Representation for CT Metal Artifact Learning	17	16	97.0	23	178	358.0	2	7	69.0	19	1	39.0	69	24	11.0	149.0	250.0	700.0	19	24	126.0
376-Paper1923	Out-of-Distribution Detection for Long-tailed and Fine-grained Skin Lesion Images	74	105	71.0	280	26	207.0	31	60	35.0	21	382	39.0	29	151	52.0	591.0	752.0	453.0	156	28	49.0
377-Paper0142	Overlooked Trustworthiness of Saliency Maps	66	96	43.0	206	75	43.0	30	64	1.0	1	16	10.0	39	45	33.0	355.0	381.0	364.0	13	85	234.0
378-Paper0938	Parameter-free latent space transformer for zero-shot bidirectional cross-modality liver segmentation	39	58	55.0	30	19	154.0	14	58	162.0	19	10	58.0	20	58	79.0	164.0	222.0	744.0	42	19	236.0
379-Paper1793	Patcher: Patch Transformers with Mixture of Experts for Precise Medical Image Segmentation	50	27	43.0	34	14	212.0	5	13	56.0	13	8	38.0	44	29	31.0	256.0	102.0	415.0	110	11	35.0
380-Paper1843	Patch-wise Deep Metric Learning for Unsupervised Low-Dose CT Denoising	38	54	32.0	171	127	29.0	17	41	42.0	1	66	10.0	47	57	49.0	296.0	552.0	270.0	22	207	108.0
381-Paper1020	PD-DWI: Predicting response to neoadjuvant chemotherapy in invasive breast cancer with Physiologically-Decomposed Diffusion-Weighted MRI machine-learning model	80	42	47.0	31	73	83.0	19	21	38.0	18	2	28.0	39	52	148.0	356.0	232.0	511.0	169	42	167.0
382-Paper1435	Personalized Diagnostic Tool for Thyroid Cancer Classification using Multi-view Ultrasound	15	54	47.0	112	74	16.0	40	15	40.0	29	46	8.0	19	103	13.0	258.0	355.0	170.0	43	63	46.0
383-Paper2497	Personalized dMRI Harmonization on Cortical Surface	93	14	7.0	63	98	10.0	38	15	5.0	8	4	16.0	54	25	13.0	321.0	181.0	60.0	65	25	9.0
384-Paper0842	PET denoising and uncertainty estimation based on NVAE model using quantile regression loss	22	134	29.0	52	286	56.0	17	55	8.0	37	15	1.0	38	39	25.0	236.0	632.0	152.0	70	103	33.0
385-Paper0844	PHTrans: Parallelly Aggregating Global and Local Representations for Medical Image Segmentation	15	45	67.0	201	175	72.0	5	77	38.0	6	62	8.0	11	15	46.0	247.0	393.0	293.0	9	19	62.0
386-Paper0288	Physically Inspired Constraint for Unsupervised Regularized Ultrasound Elastography	51	56	37.0	133	25	179.0	43	3	39.0	8	1	15.0	29	23	21.0	319.0	181.0	314.0	55	73	23.0
387-Paper0495	Physiological Model based Deep Learning Framework for Cardiac TMP Recovery	41	37	70.0	91	60	2.0	12	18	35.0	44	47	6.0	43	37	78.0	377.0	264.0	298.0	146	65	107.0
388-Paper2184	Physiology-based simulation of the retinal vasculature enables annotation-free segmentation of OCT angiographs	34	89	91.0	441	53	291.0	27	43	18.0	131	6	35.0	60	29	74.0	704.0	271.0	557.0	11	51	48.0
389-Paper0677	Point Beyond Class: A Benchmark for Weakly Semi-Supervised Abnormality Localization in Chest X-Rays	59	31	96.0	21	42	131.0	43	34	53.0	57	20	59.0	86	55	101.0	440.0	231.0	564.0	174	49	124.0
390-Paper0008	Poisson2Sparse: Self-Supervised Poisson Denoising From a Single Image	100	37	61.0	58	72	100.0	15	27	8.0	1	21	2.0	19	81	68.0	218.0	412.0	359.0	25	174	120.0
391-Paper2552	Pose-based Tremor Classification for Parkinson's Disease Diagnosis from Video	72	70	81.0	24	37	104.0	13	34	17.0	33	32	16.0	23	49	83.0	223.0	424.0	376.0	58	202	75.0
392-Paper0672	Position-prior Clustering-based Self-attention Module for Knee Cartilage Segmentation	70	44	34.0	155	1	34.0	39	6	33.0	8	10	10.0	77	27	37.0	560.0	89.0	177.0	211	1	29.0
393-Paper0764	Predicting molecular traits from tissue morphology through self-interactive multi-instance learning	65	53	60.0	57	148	195.0	7	10	32.0	21	1	12.0	24	24	40.0	280.0	266.0	354.0	106	30	15.0
394-Paper1668	Predicting Spatio-Temporal Human Brain Response Using fMRI	18	85	66.0	11	8	109.0	21	26	35.0	16	1	6.0	79	64	40.0	357.0	200.0	379.0	212	16	123.0
395-Paper1700	Privacy Preserving Image Registration	45	14	20.0	248	11	10.0	4	8	19.0	17	5	24.0	35	8	32.0	426.0	131.0	128.0	77	85	23.0
396-Paper0683	ProCo: Prototype-aware Contrastive Learning for Long-tailed Medical Image Classification	63	41	86.0	4	25	61.0	24	19	44.0	22	15	43.0	51	22	103.0	292.0	263.0	422.0	128	141	85.0
397-Paper1110	Prognostic Imaging Biomarker Discovery in Survival Analysis for Idiopathic Pulmonary Fibrosis	25	53	67.0	18	29	408.0	21	27	32.0	2	19	14.0	15	38	47.0	82.0	184.0	682.0	1	18	114.0
