id	title	repro	review 1	review 3	review 2
456-Paper1900	Semi-supervised learning with data harmonisation for biomarker discovery from resting state fMRI	The authors have checked off all relevant items on the reproducibility checklist, including sharing of code, and the reporting in the paper matches the checklist, so should be highly reproducible.		The authors have checked off all relevant items on the reproducibility checklist, including sharing of code, and the reporting in the paper matches the checklist, so should be highly reproducible.	
457-Paper0358	Semi-Supervised Medical Image Classification with Temporal Knowledge-Aware Regularization				
458-Paper0427	Semi-Supervised Medical Image Segmentation Using Cross-Model Pseudo-Supervision with Shape Awareness and Local Context Constraints				
459-Paper1441	Semi-Supervised PR Virtual Staining for Breast Histopathological Images				
460-Paper0482	Semi-Supervised Spatial Temporal Attention Network for Video Polyp Segmentation				
461-Paper0543	Sensor Geometry Generalization to Untrained Conditions in Quantitative Ultrasound Imaging	"In the reproducibility checklist, authors claim that they share a sample test dataset and their code. The current version of the manuscript has no links to open source repositories, but I expect authors would make data and code available upon acceptance. I see it very difficult to replicate the method and reproduce the results by only following the description provided in the paper, due to the complexity of the proposed architecture. Moreover, authors declare that ethical approval is ""not applicable"" to their work. Actually, since their evaluation include real patient data, ethical approval should be present."	"In the reproducibility checklist, authors claim that they share a sample test dataset and their code. The current version of the manuscript has no links to open source repositories, but I expect authors would make data and code available upon acceptance. I see it very difficult to replicate the method and reproduce the results by only following the description provided in the paper, due to the complexity of the proposed architecture. Moreover, authors declare that ethical approval is ""not applicable"" to their work. Actually, since their evaluation include real patient data, ethical approval should be present."		
462-Paper0415	SETMIL: Spatial Encoding Transformer-based Multiple Instance Learning for Pathological Image Analysis				
463-Paper2204	SGT: Scene Graph-Guided Transformer for Surgical Report Generation	According to the reproducibility checklist, the source code and pretrained models will be made publicly available, which is essential to guarantee the reproducibility of the results. Additionally, the method was developed using a public benchmark dataset for surgical report generation, which promotes research in the area.			According to the reproducibility checklist, the source code and pretrained models will be made publicly available, which is essential to guarantee the reproducibility of the results. Additionally, the method was developed using a public benchmark dataset for surgical report generation, which promotes research in the area.
464-Paper0193	Shape-Aware Weakly/Semi-Supervised Optic Disc and Cup Segmentation with Regional/Marginal Consistency				
465-Paper1627	Shape-based features of white matter fiber-tracts associated with outcome in Major Depression Disorder				
466-Paper0537	ShapePU: A New PU Learning Framework Regularized by Global Consistency for Scribble Supervised Cardiac Segmentation	The work was evaluated on a publicly available dataset. Following the checklist, I assume that the code will be available after acceptance.	The work was evaluated on a publicly available dataset. Following the checklist, I assume that the code will be available after acceptance.		
467-Paper2725	Show, Attend and Detect: Towards Fine-grained Assessment of Abdominal Aortic Calcification on Vertebral Fracture Assessment Scans				
468-Paper0060	Siamese Encoder-based Spatial-Temporal Mixer for Growth Trend Prediction of Lung Nodules on CT Scans				
469-Paper1539	Simultaneous Bone and Shadow Segmentation Network using Task Correspondence Consistency				
470-Paper0924	Skin Lesion Recognition with Class-Hierarchy Regularized Hyperbolic Embeddings				
471-Paper1806	SLAM-TKA: Real-time Intra-operative Measurement of Tibial Resection Plane in Conventional Total Knee Arthroplasty				
472-Paper2190	SMESwin Unet: Merging CNN and Transformer for Medical Image Segmentation				
473-Paper2715	Sparse Interpretation of Graph Convolutional Networks for Multi-Modal Diagnosis of Alzheimer's Disease				
474-Paper1168	Spatial-hierarchical Graph Neural Network with Dynamic Structure Learning for Histological Image Classification	The checked points in the reproducibilty checklist match perfectly the information provided in the paper.			The checked points in the reproducibilty checklist match perfectly the information provided in the paper.
475-Paper0557	Spatiotemporal Attention for Early Prediction of Hepatocellular Carcinoma based on Longitudinal Ultrasound Images				
476-Paper1715	Spatio-temporal motion correction and iterative reconstruction of in-utero fetal fMRI				
477-Paper0361	Stabilize, Decompose, and Denoise: Self-Supervised Fluoroscopy Denoising				
478-Paper1623	Stay focused - Enhancing model interpretability through guided feature training				
479-Paper1049	Stepwise Feature Fusion: Local Guides Global				
480-Paper2108	Stereo Depth Estimation via Self-Supervised Contrastive Representation Learning	The authors provide implementaion details in the paper and also agree to release codes and pretrained models in the reproducibility checklist.			The authors provide implementaion details in the paper and also agree to release codes and pretrained models in the reproducibility checklist.
481-Paper0252	Stroke lesion segmentation from low-quality and few-shot MRIs via similarity-weighted self-ensembling framework				
482-Paper0050	Structure-consistent Restoration Network for Cataract Fundus Image Enhancement				
483-Paper1454	Super-Focus: Domain Adaptation for Embryo Imaging via Self-Supervised Focal Plane Regression				
484-Paper1684	SUPER-IVIM-DC: Intra-voxel incoherent motion based Fetal lung maturity assessment from limited DWI data using supervised learning coupled with data-consistency				
485-Paper2448	Supervised Contrastive Learning to Classify Paranasal Anomalies in the Maxillary Sinus				
486-Paper1659	Supervised Deep Learning for Head Motion Correction in PET				
487-Paper1418	Suppressing Poisoning Attacks on Federated Learning for Medical Imaging				
489-Paper2739	Surgical Scene Segmentation Using Semantic Image Synthesis with a Virtual Surgery Environment				
490-Paper0951	Surgical Skill Assessment via Video Semantic Aggregation				
491-Paper0916	Surgical-VQA: Visual Question Answering in Surgical Scenes using Transformer	According to the reproducibility checklist, the source code and pretrained models will be made publicly available, which is essential to guarantee the reproducibility of the results. Additionally, the method was developed using a public benchmark dataset for surgical VQA, which promotes research in the area. Despite not including any intention to publicly release the data in the main text, the reproducibility checklist mention that they will be released upon acceptance. Furthermore, there should be included more statistics about the new data. How were these annotations generated? This information will be valuable for new research on this task.			According to the reproducibility checklist, the source code and pretrained models will be made publicly available, which is essential to guarantee the reproducibility of the results. Additionally, the method was developed using a public benchmark dataset for surgical VQA, which promotes research in the area. Despite not including any intention to publicly release the data in the main text, the reproducibility checklist mention that they will be released upon acceptance. Furthermore, there should be included more statistics about the new data. How were these annotations generated? This information will be valuable for new research on this task.
492-Paper1119	Survival Prediction of Brain Cancer with Incomplete Radiology, Pathology, Genomic, and Demographic Data				
493-Paper0015	SVoRT: Iterative Transformer for Slice-to-Volume Registration in Fetal Brain MRI				
494-Paper1401	Swin Deformable Attention U-Net Transformer (SDAUT) for Explainable Fast MRI	The reproducibility checklist shows the authors will upload their code and implementation details online. The experimental settings are listed in the manuscript, but the hyper-parameters for the proposed method are missing.	Some model specifications are missing in the paper. But the authors have agreed to release codes and models in the checklist.	The reproducibility checklist shows the authors will upload their code and implementation details online. The experimental settings are listed in the manuscript, but the hyper-parameters for the proposed method are missing.	
495-Paper0819	Swin-VoxelMorph: A Symmetric Unsupervised Learning Model for Deformable Medical Image Registration Using Swin Transformer				
496-Paper0194	Tagged-MRI Sequence to Audio Synthesis via Self Residual Attention Guided Heterogeneous Translator				
497-Paper0832	Task-oriented Self-supervised Learning for Anomaly Detection in Electroencephalography				
498-Paper0887	Task-relevant Feature Replenishment for Cross-centre Polyp Segmentation				
499-Paper1318	TBraTS: Trusted Brain Tumor Segmentation				
500-Paper1738	Test Time Transform Prediction for Open Set Histopathological Image Recognition				
501-Paper0841	Test-time Adaptation with Calibration of Medical Image Classification Nets for Label Distribution Shift				
502-Paper2231	Test-Time Adaptation with Shape Moments for Image Segmentation				
503-Paper0733	Test-time image-to-image translation ensembling improves out-of-distribution generalization in histopathology				
504-Paper2524	TGANet: Text-guided attention for improved polyp segmentation				
505-Paper2266	The (de)biasing effect of GAN-based augmentation methods on skin lesion images				
506-Paper2284	The Dice loss in the context of missing or empty labels: introducing Ph and 				
507-Paper1636	The Intrinsic Manifolds of Radiological Images and their Role in Deep Learning				
508-Paper2523	The Semi-constrained Network-Based Statistic (scNBS): integrating local and global information for brain network inference				
509-Paper0158	Thoracic Lymph Node Segmentation in CT imaging via Lymph Node Station Stratification and Size Encoding				
510-Paper1449	TINC: Temporally Informed Non-Contrastive Learning for Disease Progression Modeling in Retinal OCT Volumes				
511-Paper2727	TMSS: An End-to-End Transformer-based Multimodal Network for Segmentation and Survival Prediction	"The reproducibility checklist well matches the contribution. I would like to argue, however, that significance analyses (""Not applicable"") are well applicable, and thus, that the depiction of measures of confidence would have been adequate."		"The reproducibility checklist well matches the contribution. I would like to argue, however, that significance analyses (""Not applicable"") are well applicable, and thus, that the depiction of measures of confidence would have been adequate."	
512-Paper2295	Toward Clinically Assisted Colorectal Polyp Recognition via Structured Cross-modal Representation Consistency				
513-Paper2769	Towards Confident Detection of Prostate Cancer using High Resolution Micro-ultrasound				
514-Paper1162	Towards Holistic Surgical Scene Understanding				
515-Paper1782	Towards performant and reliable undersampled MR reconstruction via diffusion model sampling				
516-Paper0313	Towards Unsupervised Ultrasound Video Clinical Quality Assessment with Multi-Modality Data				
517-Paper0500	Tracking by weakly-supervised learning and graph optimization for whole-embryo C. elegans lineages				
518-Paper2282	TractoFormer: A Novel Fiber-level Whole Brain Tractography Analysis Framework Using Spectral Embedding and Vision Transformers	The code and data will be released according to the reproducibility checklist.		The code and data will be released according to the reproducibility checklist.	
519-Paper1253	TransEM: Residual Swin-Transformer based regularized PET image reconstruction	The authors made an effort to make their paper reproductible, which lots of setup values. I did not find in the paper or in supplementary material a way to access the code, whereas it seems to be done according to the reproducibility checklist filled in by the authors. Maybe this is not possible at this stage. The authors detailed the hyperparameters values of the neural network, of the method, and the initialization of the image, which is very important. However, were  several runs make ? Or was the initialization of the neural network weights fixed ? About the PET simulation, some simulation setup is missing, like the system matrix modelling, the number of line of responses.		The authors made an effort to make their paper reproductible, which lots of setup values. I did not find in the paper or in supplementary material a way to access the code, whereas it seems to be done according to the reproducibility checklist filled in by the authors. Maybe this is not possible at this stage. The authors detailed the hyperparameters values of the neural network, of the method, and the initialization of the image, which is very important. However, were  several runs make ? Or was the initialization of the neural network weights fixed ? About the PET simulation, some simulation setup is missing, like the system matrix modelling, the number of line of responses.	
520-Paper1473	Transformer based feature fusion for left ventricle segmentation in 4D flow MRI				
521-Paper0965	Transformer based multiple instance learning for weakly supervised histopathology image segmentation				
522-Paper1805	Transformer Based Multi-task Deep Learning with Intravoxel Incoherent Motion Model Fitting for Microvascular Invasion Prediction of Hepatocellular Carcinoma				
523-Paper1238	Transformer Based Multi-View Network for Mammographic Image Classification				
524-Paper0423	Transformer Lesion Tracker				
525-Paper1461	Transforming the Interactive Segmentation for Medical Imaging				
526-Paper1860	TransFusion: Multi-view Divergent Fusion for Medical Image Segmentation with Transformers				
527-Paper0417	TranSQ: Transformer-based Semantic Query for Medical Report Generation				
528-Paper0837	Trichomonas Vaginalis Segmentation in Microscope Images				
529-Paper0983	UASSR:Unsupervised Arbitrary Scale Super-resolution Reconstruction of Single Anisotropic 3D images via Disentangled Representation Learning?				
530-Paper0805	ULTRA: Uncertainty-aware Label Distribution Learning for Breast Tumor Cellularity Assessment				
531-Paper2324	Uncertainty Aware Sampling Framework of Weak-Label Learning for Histology Image Classification				
532-Paper1024	Uncertainty-aware Cascade Network for Ultrasound Image Segmentation with Ambiguous Boundary				
533-Paper0136	Uncertainty-Guided Lung Nodule Segmentation with Feature-Aware Attention				
534-Paper0010	Undersampled MRI Reconstruction with Side Information-Guided Normalisation				
535-Paper0077	UNeXt: MLP-based Rapid Medical Image Segmentation Network	The reviewer agrees with the checklist and is happy with the reproducibility of the paper overall.			The reviewer agrees with the checklist and is happy with the reproducibility of the paper overall.
536-Paper1888	Uni4Eye: Unified 2D and 3D Self-supervised Pre-training via Masked Image Modeling Transformer for Ophthalmic Image Classification				
537-Paper2587	Unified Embeddings of Structural and Functional Connectome via a Function-Constrained Structural Graph Variational Auto-Encoder				
538-Paper1638	Unsupervised Contrastive Learning of Image Representations from Ultrasound Videos with Hard Negative Mining				
539-Paper0316	Unsupervised Cross-Disease Domain Adaptation by Lesion Scale Matching				
540-Paper2464	Unsupervised Cross-Domain Feature Extraction for Single Blood Cell Image Classification				
541-Paper0421	Unsupervised Deep Non-Rigid Alignment by Low-Rank Loss and Multi-Input Attention				
542-Paper0045	Unsupervised Deformable Image Registration with Absent Correspondences in Pre-operative and Post-Recurrence Brain Tumor MRI Scans				
543-Paper2562	Unsupervised Domain Adaptation with Contrastive Learning for OCT Segmentation				
544-Paper0139	Unsupervised Domain Adaptive Fundus Image Segmentation with Category-level Regularization				
545-Paper0928	Unsupervised Lesion-Aware Transfer Learning for Diabetic Retinopathy Grading in Ultra-Wide-Field Fundus Photography				
546-Paper2097	Unsupervised Nuclei Segmentation using Spatial Organization Priors				
547-Paper2242	Unsupervised Representation Learning of Cingulate Cortical Folding Patterns				
548-Paper0547	Usable Region Estimate for Assessing Practical Usability of Medical Image Segmentation Models				
549-Paper0871	USG-Net: Deep Learning-based Ultrasound Scanning-Guide for an Orthopedic Sonographer	Although based on the reproducibility checklist, the authors demonstrate a commitment to publishing their code publicly, it is unclear whether the dataset will also me made available. The hyperparameters used appear to be missing in the manuscript.		Although based on the reproducibility checklist, the authors demonstrate a commitment to publishing their code publicly, it is unclear whether the dataset will also me made available. The hyperparameters used appear to be missing in the manuscript.	
550-Paper0962	Using Guided Self-Attention with Local Information for Polyp Segmentation	Some model details are missing. The authors do state in the reproducibility checklist that they will release the code.			Some model details are missing. The authors do state in the reproducibility checklist that they will release the code.
551-Paper1714	USPoint: Self-Supervised Interest Point Detection and Description for Ultrasound-Probe Motion Estimation during Fine-Adjustment Standard Fetal Plane Finding				
552-Paper1036	Vector Quantisation for Robust Segmentation				
553-Paper2513	Video-based Surgical Skills Assessment using Long term Tool Tracking				
554-Paper2365	Vision-Language Contrastive Learning Approach to Robust Automatic Placenta Analysis Using Photographic Images				
555-Paper2116	Visual deep learning-based explanation for neuritic plaques segmentation in Alzheimer's Disease using weakly annotated whole slide histopathological images				
556-Paper0718	Visual explanations for the detection of diabetic retinopathy from retinal fundus images				
557-Paper0634	vMFNet: Compositionality Meets Domain-generalised Segmentation				
558-Paper0897	Vol2Flow: Segment 3D Volumes using a Sequence of Registration Flows				
559-Paper1748	Warm Start Active Learning with Proxy Labels & Selection via Semi-Supervised Fine-Tuning	The authors have satisfied the reproducibility checklist.		The authors have satisfied the reproducibility checklist.	
560-Paper1064	WavTrans: Synergizing Wavelet and Cross-Attention Transformer for Multi-Contrast MRI Super-resolution				
561-Paper1100	Weakly Supervised MR-TRUS Image Synthesis for Brachytherapy of Prostate Cancer				
562-Paper0890	Weakly Supervised Online Action Detection for Infant General Movements				
563-Paper1515	Weakly Supervised Segmentation by Tensor Graph Learning for Whole Slide Images				
564-Paper1599	Weakly Supervised Volumetric Image Segmentation with Deformed Templates				
565-Paper0507	Weakly-supervised Biomechanically-constrained CT/MRI Registration of the Spine				
566-Paper1283	Weakly-supervised High-fidelity Ultrasound Video Synthesis with Feature Decoupling				
567-Paper0130	Weighted Concordance Index Loss-based Multimodal Survival Modeling for Radiation Encephalopathy Assessment in Nasopharyngeal Carcinoma Radiotherapy				
568-Paper1328	What can we learn about a generated image corrupting its latent representation?				
569-Paper0115	What Makes for Automatic Reconstruction of Pulmonary Segments				
570-Paper2080	White Matter Tracts are Point Clouds: Neuropsychological Score Prediction and Critical Region Localization via Geometric Deep Learning	By using the openly available data from the Human Connectome Project and a brief description of the statistics of the subjects used, reproducibility seems to be possible. In addition, the settings and software framework are described in Section 2.5. The authors' answers on the reproducibility checklist confirm the given reproducibility. It would be beneficial, if the code would be provided on github.	By using the openly available data from the Human Connectome Project and a brief description of the statistics of the subjects used, reproducibility seems to be possible. In addition, the settings and software framework are described in Section 2.5. The authors' answers on the reproducibility checklist confirm the given reproducibility. It would be beneficial, if the code would be provided on github.		
571-Paper1180	Whole Slide Cervical Cancer Screening Using Graph Attention Network and Supervised Contrastive Learning				
572-Paper0898	Why patient data cannot be easily forgotten?				
573-Paper0475	XMorpher: Full Transformer for Deformable Medical Image Registration via Cross Attention				
574-Paper1063	Y-Net: A Spatiospectral Dual-Encoder Network for Medical Image Segmentation				
