category		clarity	clarity	clarity	rate	rate	rate	confidence	confidence	confidence	rate rebuttal	rate rebuttal	rate rebuttal
272-Paper1464	Joint Modeling of Image and Label Statistics for Enhancing Model Generalizability of Medical Image Segmentation	Satisfactory	Very Good	Good	6	8	6	Somewhat Confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
273-Paper1557	Joint Prediction of Meningioma Grade and Brain Invasion via Task-Aware Contrastive Learning	Excellent	Very Good	Very Good	7	4	5	Very confident	Very confident	Very confident	Not Answered	3	Not Answered
274-Paper2040	Joint Region-Attention and Multi-Scale Transformer for Microsatellite Instability Detection from Whole Slide Images in Gastrointestinal Cancer	Satisfactory	Very Good	Very Good	5	7	7	Very confident	Confident but not absolutely certain	Somewhat Confident	N/A	N/A	N/A
275-Paper1974	Kernel Attention Transformer (KAT) for Histopathology Whole Slide Image Classification	Good	Good	Excellent	5	4	7	Very confident	Very confident	Very confident	Not Answered	4	Not Answered
276-Paper0419	Key-frame Guided Network for Thyroid Nodule Recognition using Ultrasound Videos	Very Good	Very Good	Poor	6	5	3	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	Not Answered	Not Answered
277-Paper0584	Knowledge Distillation to Ensemble Global and Interpretable Prototype-based Mammogram Classification Models	Excellent	Excellent	Very Good	8	7	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
278-Paper2211	Landmark-free Statistical Shape Modeling via Neural Flow Deformations	Satisfactory	Good	Very Good	5	5	6	Somewhat Confident	Confident but not absolutely certain	Very confident	Not Answered	4	Not Answered
279-Paper1397	Layer Ensembles: A Single-Pass Uncertainty Estimation in Deep Learning for Segmentation	Good	Very Good	Good	6	5	5	Somewhat Confident	Very confident	Confident but not absolutely certain	Not Answered	Not Answered	Not Answered
280-Paper1555	Learn to Ignore: Domain Adaptation for Multi-Site MRI Analysis	Very Good	Satisfactory	Good	6	3	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	6	4	Not Answered
281-Paper1959	Learning Incrementally to Segment Multiple Organs in a CT Image	Satisfactory	Very Good	Excellent	4	6	7	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
282-Paper2474	Learning iterative optimisation for deformable image registration of lung CT with recurrent convolutional networks	Good	Poor	Very Good	6	3	4	Very confident	Confident but not absolutely certain	Very confident	Not Answered	4	6
283-Paper0492	Learning Robust Representation for Joint Grading of Ophthalmic Diseases via Adaptive Curriculum and Feature Disentanglement	Excellent	Very Good	Very Good	7	6	7	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
284-Paper1319	Learning self-calibrated optic disc and cup segmentation from multi-rater annotations	Excellent	Good	Poor	7	7	4	Very confident	Somewhat Confident	Confident but not absolutely certain	Not Answered	7	6
285-Paper2366	Learning shape distributions from large databases of healthy organs: applications to zero-shot and few-shot abnormal pancreas detection	Good	Good	Excellent	5	5	8	Confident but not absolutely certain	Somewhat Confident	Confident but not absolutely certain	5	Not Answered	8
286-Paper1507	Learning towards Synchronous Network Memorizability and Generalizability for Continual Segmentation across Multiple Sites	Good	Good	Very Good	5	5	7	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
287-Paper0967	Learning Tumor-Induced Deformations to Improve Tumor-Bearing Brain MR Segmentation	Very Good	Very Good	Very Good	5	3	7	Very confident	Very confident	Confident but not absolutely certain	5	3	Not Answered
288-Paper1591	Learning Underrepresented Classes from Decentralized Partially Labeled Medical Images	Satisfactory	Good	Excellent	4	5	4	Somewhat Confident	Very confident	Confident but not absolutely certain	Not Answered	Not Answered	5
289-Paper1723	Learning with Context Encoding for Single-Stage Cranial Bone Labeling and Landmark Localization	Satisfactory	Satisfactory	Very Good	5	3	7	Confident but not absolutely certain	Very confident	Very confident	Not Answered	6	Not Answered
290-Paper2333	Learning-based and unrolled motion-compensated reconstruction for cardiac MR CINE imaging	Very Good	Excellent	Excellent	7	7	6	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
291-Paper0256	Learning-based US-MR Liver Image Registration with Spatial Priors	Good	Very Good	Very Good	4	5	6	Very confident	Confident but not absolutely certain	Somewhat Confident	Not Answered	Not Answered	6
292-Paper1034	Lesion Guided Explainable Few Weak-shot Medical Report Generation	Poor	Very Good	Good	5	6	4	Confident but not absolutely certain	Very confident	Somewhat Confident	5	Not Answered	Not Answered
293-Paper1939	Lesion-Aware Contrastive Representation Learning for Histopathology Whole Slide Images Analysis	Very Good	Good	Good	6	5	6	Very confident	Very confident	Very confident	N/A	N/A	N/A
294-Paper0847	Lesion-aware Dynamic Kernel for Polyp Segmentation	Excellent	Excellent	Poor	7	7	3	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
295-Paper0586	Less is More: Adaptive Curriculum Learning for Thyroid Nodule Diagnosis	Good	Very Good	Very Good	6	6	6	Very confident	Very confident	Very confident	N/A	N/A	N/A
296-Paper1674	Leveraging Labeling Representations in Uncertainty-based Semi-supervised Segmentation	Very Good	Good	Satisfactory	6	5	4	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	Not Answered	Not Answered
297-Paper2800	LIDP: A Lung Image Dataset with Pathological Information for Lung Cancer Screening	Satisfactory	Very Good	Very Good	7	5	6	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
298-Paper2088	LifeLonger: A Benchmark for Continual Disease Classification	Good	Very Good	Very Good	4	5	6	Confident but not absolutely certain	Very confident	Very confident	Not Answered	6	6
299-Paper0447	LiftReg: Limited Angle 2D/3D Deformable Registration	Very Good	Very Good	Good	7	7	3	Very confident	Very confident	Confident but not absolutely certain	Not Answered	7	5
300-Paper2336	Light-weight spatio-temporal graphs for segmentation and ejection fraction prediction in cardiac ultrasound	Good	Good	Excellent	4	6	7	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	6	Not Answered	Not Answered
301-Paper2383	Local Attention Graph-based Transformer for Multi-target Genetic Alteration Prediction	Very Good	Very Good	Very Good	7	5	7	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat Confident	N/A	N/A	N/A
302-Paper0578	Local Graph Fusion of Multi-View MR Images for Knee Osteoarthritis Diagnosis	Very Good	Satisfactory	Excellent	6	4	7	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
303-Paper0919	Localizing the Recurrent Laryngeal Nerve via Ultrasound with a Bayesian Shape Framework	Very Good	Excellent	Poor	6	7	4	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
304-Paper1059	Local-Region and Cross-Dataset Contrastive Learning for Retinal Vessel Segmentation	Very Good	Good	Very Good	5	4	5	Confident but not absolutely certain	Very confident	Very confident	Not Answered	5	Not Answered
305-Paper1649	Longitudinal Infant Functional Connectivity Prediction via Conditional Intensive Triplet Network	Good	Excellent	Poor	6	8	4	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
306-Paper2874	Long-tailed Multi-label Retinal Diseases Recognition via Relational Learning and Knowledge Distillation	Good	Very Good	Very Good	5	5	4	Very confident	Very confident	Confident but not absolutely certain	Not Answered	Not Answered	5
307-Paper1411	Low-Dose CT Reconstruction via Dual-Domain Learning and Controllable Modulation	Good	Good	Satisfactory	5	5	5	Very confident	Confident but not absolutely certain	Very confident	6	Not Answered	Not Answered
308-Paper0125	Low-Resource Adversarial Domain Adaptation for Cross-Modality Nucleus Detection	Excellent	Good	Very Good	6	6	7	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
309-Paper2658	LSSANet: A Long Short Slice-Aware Network for Pulmonary Nodule Detection	Good	Very Good		5	5		Very confident	Very confident		N/A	N/A	
310-Paper0217	MAL: Multi-modal attention learning for tumor diagnosis based on bipartite graph and multiple branches	Very Good	Poor	Very Good	5	4	7	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat Confident	N/A	N/A	N/A
311-Paper2233	MaNi: Maximizing Mutual Information for Nuclei Cross-Domain Unsupervised Segmentation	Very Good	Good	Excellent	5	4	7	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	5	5	5
312-Paper2849	Mapping in Cycles: Dual-Domain PET-CT Synthesis Framework with Cycle-Consistent Constraints	Good	Good	Excellent	3	5	7	Very confident	Confident but not absolutely certain	Very confident	4	6	Not Answered
313-Paper0549	Mask Rearranging Data Augmentation for 3D Mitochondria Segmentation	Very Good	Very Good	Good	6	5	4	Very confident	Very confident	Confident but not absolutely certain	Not Answered	Not Answered	4
314-Paper0438	MaxStyle: Adversarial Style Composition for Robust Medical Image Segmentation	Excellent	Very Good	Good	7	5	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
315-Paper0755	MCP-Net: Inter-frame Motion Correction with Patlak Regularization for Whole-body Dynamic PET	Very Good	Very Good	Good	6	6	6	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat Confident	N/A	N/A	N/A
316-Paper1909	Measurement-conditioned Denoising Diffusion Probabilistic Model for Under-sampled Medical Image Reconstruction	Very Good	Excellent	Satisfactory	5	6	5	Somewhat Confident	Confident but not absolutely certain	Very confident	Not Answered	5	5
317-Paper1138	Mesh-based 3D Motion Tracking in Cardiac MRI using Deep Learning	Very Good	Excellent	Very Good	6	7	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
318-Paper0422	Meta-hallucinator: Towards few-shot cross-modality cardiac image segmentation	Satisfactory	Excellent	Very Good	4	6	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
319-Paper2696	MIRST-DM: Multi-Instance RST with Drop-Max Layer for Robust Classification of Breast Cancer	Good	Good	Very Good	5	5	5	Very confident	Very confident	Very confident	N/A	N/A	N/A
320-Paper1972	Mixed Reality and Deep Learning for External Ventricular Drainage Placement: a Fast and Automatic Workflow for Emergency Treatments	Excellent	Very Good	Good	6	5	5	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
321-Paper0363	mmFormer: Multimodal Medical Transformer for Incomplete Multimodal Learning of Brain Tumor Segmentation	Very Good	Good	Satisfactory	7	5	4	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	7	5
322-Paper0649	Modality-adaptive Feature Interaction for Brain Tumor Segmentation with Missing Modalities	Satisfactory	Good	Very Good	5	6	7	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
323-Paper1690	ModDrop++: A Dynamic Filter Network with Intra-subject Co-training for Multiple Sclerosis Lesion Segmentation with Missing Modalities	Very Good	Very Good	Excellent	4	6	7	Very confident	Very confident	Very confident	N/A	N/A	N/A
324-Paper1665	Modelling Cycles in Brain Networks with the Hodge Laplacian	Satisfactory	Very Good	Very Good	4	6	7	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	Not Answered	Not Answered	8
325-Paper0964	Momentum Contrastive Voxel-wise Representation Learning for Semi-supervised Volumetric Medical Image Segmentation	Satisfactory	Very Good	Satisfactory	5	6	4	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
326-Paper2100	Morphology-Aware Interactive Keypoint Estimation	Satisfactory	Good	Good	5	6	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
327-Paper2818	Moving from 2D to 3D: volumetric medical image classification for rectal cancer staging	Very Good	Very Good	Good	5	5	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	6	Not Answered	6
328-Paper2326	MRI Reconstruction by Completing Under-sampled K-space Data with Learnable Fourier Interpolation	Very Good	Good	Very Good	6	4	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	Not Answered	Not Answered	Not Answered
329-Paper1984	mulEEG: A Multi-View Representation Learning on EEG Signals	Very Good	Good	Good	3	5	5	Very confident	Somewhat Confident	Confident but not absolutely certain	Not Answered	5	Not Answered
330-Paper0876	Multidimensional Hypergraph on Delineated Retinal Features for Pathological Myopia Task.	Good	Very Good	Very Good	5	5	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
331-Paper1289	Multi-head Attention-based Masked Sequence Model for Mapping Functional Brain Networks	Very Good	Very Good	Good	6	6	2	Very confident	Very confident	Very confident	Not Answered	7	4
332-Paper2758	Multi-institutional Investigation of Model Generalizability for Virtual Contrast-enhanced MRI Synthesis	Good	Good	Excellent	6	6	6	Very confident	Very confident	Very confident	N/A	N/A	N/A
333-Paper0373	Multimodal Brain Tumor Segmentation Using Contrastive Learning based Feature Comparison with Monomodal Normal Brain Images	Very Good	Very Good	Excellent	4	4	8	Very confident	Confident but not absolutely certain	Very confident	4	5	8
334-Paper1961	Multimodal Contrastive Learning for Prospective Personalized Estimation of CT Organ Dose	Good	Satisfactory	Satisfactory	6	6	5	Confident but not absolutely certain	Somewhat Confident	Confident but not absolutely certain	N/A	N/A	N/A
335-Paper2386	Multi-Modal Hypergraph Diffusion Network with Dual Prior for Alzheimer Classification	Good	Good	Good	7	5	5	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
336-Paper1841	Multi-Modal Masked Autoencoders for Medical Vision-and-Language Pre-Training	Excellent	Very Good	Very Good	7	6	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
337-Paper1488	Multi-modal Retinal Image Registration Using a Keypoint-Based Vessel Structure Aligning Network	Very Good	Excellent	Excellent	6	6	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
338-Paper1274	Multi-Modal Unsupervised Pre-Training for Surgical Operating Room Workflow Analysis	Good	Excellent	Very Good	5	5	4	Very confident	Confident but not absolutely certain	Very confident	5	5	5
339-Paper1682	Multimodal-GuideNet: Gaze-Probe Bidirectional Guidance in Obstetric Ultrasound Scanning	Excellent	Excellent	Excellent	7	8	7	Very confident	Very confident	Somewhat Confident	N/A	N/A	N/A
340-Paper0966	Multiple Instance Learning with Mixed Supervision in Gleason Grading	Very Good	Very Good	Good	6	6	4	Very confident	Very confident	Very confident	Not Answered	7	5
341-Paper0404	Multi-scale Super-resolution Magnetic Resonance Spectroscopic Imaging with Adjustable Sharpness	Good	Poor	Very Good	5	3	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	6	Not Answered	Not Answered
342-Paper1789	Multiscale Unsupervised Retinal Edema Area Segmentation in OCT Images	Good	Good	Satisfactory	5	5	5	Confident but not absolutely certain	Very confident	Very confident	6	5	Not Answered
343-Paper2517	Multi-site Normative Modeling of Diffusion Tensor Imaging Metrics Using Hierarchical Bayesian Regression	Satisfactory	Satisfactory	Good	5	4	6	Somewhat Confident	Very confident	Confident but not absolutely certain	6	4	6
344-Paper0613	Multi-Task Lung Nodule Detection in Chest Radiographs with a Dual Head Network	Excellent	Good	Excellent	7	5	5	Very confident	Very confident	Very confident	N/A	N/A	N/A
345-Paper2559	Multi-task video enhancement for dental interventions	Very Good	Very Good	Good	4	7	6	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
346-Paper1336	Multi-TransSP: Multimodal Transformer for Survival Prediction of Nasopharyngeal Carcinoma Patients	Good	Very Good	Good	5	5	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
347-Paper0568	Multi-view Local Co-occurrence and Global Consistency Learning Improve Mammogram Classification Generalisation	Very Good	Good	Good	6	5	7	Very confident	Very confident	Very confident	N/A	N/A	N/A
348-Paper0534	MUSCLE: Multi-task Self-supervised Continual Learning to Pre-train Deep Models for X-ray Images of Multiple Body Parts	Satisfactory	Good	Very Good	4	6	5	Very confident	Confident but not absolutely certain	Very confident	5	5	Not Answered
349-Paper0974	NAF: Neural Attenuation Fields for Sparse-View CBCT Reconstruction	Excellent	Good	Satisfactory	8	6	5	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
350-Paper0929	NerveFormer: A Cross-Sample Aggregation Network for Corneal Nerve Segmentation	Satisfactory	Good	Good	5	6	4	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	Not Answered	5
351-Paper0436	NestedFormer: Nested Modality-Aware Transformer for Brain Tumor Segmentation	Very Good	Very Good	Satisfactory	6	6	4	Very confident	Somewhat Confident	Very confident	Not Answered	6	5
352-Paper0117	Neural Annotation Refinement: Development of a New 3D Dataset for Adrenal Gland Analysis	Satisfactory	Very Good	Excellent	2	6	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	3	7	5
353-Paper1091	Neural Rendering for Stereo 3D Reconstruction of Deformable Tissues in Robotic Surgery	Good	Very Good	Good	6	6	7	Very confident	Confident but not absolutely certain	Somewhat Confident	N/A	N/A	N/A
354-Paper0240	Neuro-RDM: An Explainable Neural Network Landscape of Reaction-Diffusion Model for Cognitive Task Recognition	Very Good	Excellent	Satisfactory	5	7	3	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	5	Not Answered	Not Answered
355-Paper2027	Noise transfer for unsupervised domain adaptation of retinal OCT images	Good	Very Good	Good	3	5	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	4	Not Answered	6
356-Paper0041	Noise2SR: Learning to Denoise from Super-Resolved Single Noisy Fluorescence Image	Very Good	Very Good	Satisfactory	7	6	3	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	7	6	Not Answered
357-Paper1103	Non-iterative Coarse-to-fine Registration based on Single-pass Deep Cumulative Learning	Excellent	Satisfactory	Very Good	7	4	7	Very confident	Very confident	Very confident	N/A	3	Not Answered
358-Paper0915	Nonlinear Conditional Time-varying Granger Causality of Task fMRI via Deep Stacking Networks and Adaptive Convolutional Kernels	Good	Good	Satisfactory	5	5	4	Very confident	Very confident	Somewhat Confident	Not Answered	Not Answered	4
359-Paper0984	Nonlinear Regression of Remaining Surgical Duration via Bayesian LSTM-based Deep Negative Correlation Learning	Very Good	Very Good	Good	6	6	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
360-Paper0560	NVUM: Non-Volatile Unbiased Memory for Robust Medical Image Classification	Excellent	Good	Excellent	5	5	7	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
361-Paper2729	On Surgical Planning of Percutaneous Nephrolithotomy with Patient-Specific CTRs	Excellent	Excellent	Good	7	4	6	Confident but not absolutely certain	Somewhat Confident	Somewhat Confident	Not Answered	Not Answered	Not Answered
362-Paper0175	On the Dataset Quality Control for Image Registration Evaluation	Satisfactory	Satisfactory	Very Good	4	5	6	Very confident	Very confident	Confident but not absolutely certain	6	Not Answered	Not Answered
363-Paper1718	On the Uncertain Single-View Depths in Colonoscopies	Satisfactory	Good	Satisfactory	5	6	5	Very confident	Somewhat Confident	Confident but not absolutely certain	N/A	N/A	N/A
364-Paper0816	One-Shot Segmentation of Novel White Matter Tracts via Extensive Data Augmentation	Good	Very Good	Good	5	7	6	Very confident	Very confident	Confident but not absolutely certain	Not Answered	7	7
365-Paper0658	Online Easy Example Mining for Weakly-supervised Gland Segmentation from Histology Images	Satisfactory	Good	Good	3	5	5	Very confident	Very confident	Confident but not absolutely certain	4	Not Answered	5
366-Paper1267	Online Reflective Learning for Robust Medical Image Segmentation	Very Good	Very Good	Very Good	6	6	6	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
367-Paper1419	OnlyCaps-Net, a capsule only based neural network for 2D and 3D semantic segmentation	Very Good	Good	Good	6	5	3	Very confident	Somewhat Confident	Confident but not absolutely certain	6	Not Answered	6
368-Paper0347	Only-Train-Once MR Fingerprinting for Magnetization Transfer Contrast Quantification	Very Good	Good	Very Good	6	6	7	Very confident	Very confident	Very confident	N/A	N/A	N/A
369-Paper1164	Opinions Vary? Diagnosis First!	Very Good	Satisfactory	Very Good	4	5	5	Confident but not absolutely certain	Very confident	Very confident	Not Answered	Not Answered	Not Answered
370-Paper2723	Opportunistic Incidence Prediction of Multiple Chronic Diseases from Abdominal CT Imaging Using Multi-Task Learning	Good	Good	Satisfactory	6	5	5	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
371-Paper0303	Optimal MRI Undersampling Patterns for Pathology Localization	Very Good	Very Good	Excellent	6	6	5	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
372-Paper0371	Optimal Transport based Ordinal Pattern Tree Kernel for Brain Disease Diagnosis	Very Good	Very Good	Excellent	6	6	6	Not Confident	Very confident	Very confident	Not Answered	6	5
373-Paper0654	ORF-Net: Deep Omni-supervised Rib Fracture Detection from Chest CT Scans	Very Good	Very Good	Satisfactory	5	5	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
374-Paper1581	Orientation-guided Graph Convolutional Network for Bone Surface Segmentation	Good	Good	Good	6	5	6	Confident but not absolutely certain	Somewhat Confident	Confident but not absolutely certain	N/A	N/A	N/A
375-Paper2185	Orientation-Shared Convolution Representation for CT Metal Artifact Learning	Excellent	Very Good	Satisfactory	7	5	3	Somewhat Confident	Very confident	Confident but not absolutely certain	7	5	3
376-Paper1923	Out-of-Distribution Detection for Long-tailed and Fine-grained Skin Lesion Images	Good	Very Good	Good	5	6	5	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
377-Paper0142	Overlooked Trustworthiness of Saliency Maps	Good	Very Good	Very Good	5	5	3	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	Not Answered	Not Answered	Not Answered
378-Paper0938	Parameter-free latent space transformer for zero-shot bidirectional cross-modality liver segmentation	Satisfactory	Good	Good	4	6	4	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	4	Not Answered	6
379-Paper1793	Patcher: Patch Transformers with Mixture of Experts for Precise Medical Image Segmentation	Very Good	Very Good	Excellent	3	6	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	5	Not Answered	6
380-Paper1843	Patch-wise Deep Metric Learning for Unsupervised Low-Dose CT Denoising	Good	Satisfactory	Very Good	6	3	7	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	5	7
381-Paper1020	PD-DWI: Predicting response to neoadjuvant chemotherapy in invasive breast cancer with Physiologically-Decomposed Diffusion-Weighted MRI machine-learning model	Excellent	Very Good	Very Good	4	6	5	Very confident	Very confident	Confident but not absolutely certain	5	Not Answered	6
382-Paper1435	Personalized Diagnostic Tool for Thyroid Cancer Classification using Multi-view Ultrasound	Very Good	Good	Good	5	5	4	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	Not Answered	Not Answered
383-Paper2497	Personalized dMRI Harmonization on Cortical Surface	Good	Very Good	Very Good	5	6	6	Very confident	Confident but not absolutely certain	Not Confident	N/A	N/A	N/A
384-Paper0842	PET denoising and uncertainty estimation based on NVAE model using quantile regression loss	Good	Very Good	Good	3	6	5	Confident but not absolutely certain	Very confident	Somewhat Confident	5	Not Answered	Not Answered
385-Paper0844	PHTrans: Parallelly Aggregating Global and Local Representations for Medical Image Segmentation	Good	Satisfactory	Excellent	5	3	6	Very confident	Very confident	Confident but not absolutely certain	Not Answered	Not Answered	Not Answered
386-Paper0288	Physically Inspired Constraint for Unsupervised Regularized Ultrasound Elastography	Very Good	Very Good	Good	5	6	4	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
387-Paper0495	Physiological Model based Deep Learning Framework for Cardiac TMP Recovery	Good	Good	Very Good	5	5	6	Very confident	Confident but not absolutely certain	Somewhat Confident	Not Answered	Not Answered	6
388-Paper2184	Physiology-based simulation of the retinal vasculature enables annotation-free segmentation of OCT angiographs	Good	Good	Good	6	6	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
389-Paper0677	Point Beyond Class: A Benchmark for Weakly Semi-Supervised Abnormality Localization in Chest X-Rays	Very Good	Good	Good	5	5	4	Confident but not absolutely certain	Somewhat Confident	Confident but not absolutely certain	5	Not Answered	6
390-Paper0008	Poisson2Sparse: Self-Supervised Poisson Denoising From a Single Image	Very Good	Very Good	Good	7	2	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	Not Answered	3	5
391-Paper2552	Pose-based Tremor Classification for Parkinson's Disease Diagnosis from Video	Excellent	Good	Very Good	6	4	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
392-Paper0672	Position-prior Clustering-based Self-attention Module for Knee Cartilage Segmentation	Poor	Very Good	Very Good	3	7	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	Not Answered	Not Answered
393-Paper0764	Predicting molecular traits from tissue morphology through self-interactive multi-instance learning	Very Good	Very Good	Very Good	5	6	4	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	Not Answered	6	Not Answered
394-Paper1668	Predicting Spatio-Temporal Human Brain Response Using fMRI	Very Good	Very Good	Very Good	7	6	6	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
395-Paper1700	Privacy Preserving Image Registration	Good	Good	Very Good	6	5	2	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	Not Answered	Not Answered	2
396-Paper0683	ProCo: Prototype-aware Contrastive Learning for Long-tailed Medical Image Classification	Good	Satisfactory	Very Good	5	4	7	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	5	Not Answered	Not Answered
397-Paper1110	Prognostic Imaging Biomarker Discovery in Survival Analysis for Idiopathic Pulmonary Fibrosis	Very Good	Very Good	Very Good	7	6	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
398-Paper0362	Progression models for imaging data with Longitudinal Variational Auto Encoders	Very Good	Excellent	Satisfactory	6	7	4	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	Not Answered	6	Not Answered
399-Paper1523	Progressive Deep Segmentation of Coronary Artery via Hierarchical Topology Learning	Very Good	Good	Very Good	7	3	7	Somewhat Confident	Very confident	Very confident	Not Answered	Not Answered	Not Answered
400-Paper0603	Progressive Subsampling for Oversampled Data - Application to Quantitative MRI	Poor	Excellent	Very Good	2	3	8	Very confident	Somewhat Confident	Confident but not absolutely certain	4	5	Not Answered
401-Paper2710	Prostate Cancer Histology Synthesis using StyleGAN Latent Space Annotation	Good	Satisfactory	Good	3	5	5	Confident but not absolutely certain	Somewhat Confident	Confident but not absolutely certain	5	Not Answered	Not Answered
402-Paper1589	PRO-TIP: Phantom for RObust automatic ultrasound calibration by TIP detection	Satisfactory	Very Good	Good	4	6	5	Very confident	Somewhat Confident	Confident but not absolutely certain	4	Not Answered	Not Answered
403-Paper1074	Prototype Learning of Inter-network Connectivity for ASD Diagnosis and Personalized Analysis	Very Good	Satisfactory	Good	6	4	5	Somewhat Confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
404-Paper0648	Pseudo Bias-Balanced Learning for Debiased Chest X-ray Classification	Satisfactory	Very Good	Very Good	4	5	6	Somewhat Confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
405-Paper1613	Radiological Reports Improve Pre-Training for Localized Imaging Tasks on Chest X-Rays	Very Good	Good	Very Good	6	4	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	4	Not Answered
406-Paper1231	RandStainNA: Learning Stain-Agnostic Features from Histology Slides by Bridging Stain Augmentation and Normalization	Good	Poor	Good	5	4	4	Very confident	Very confident	Somewhat Confident	6	Not Answered	5
407-Paper0281	Real-Time 3D Reconstruction of Human Vocal Folds via High-Speed Laser-Endoscopy	Satisfactory	Very Good	Very Good	3	6	5	Very confident	Confident but not absolutely certain	Very confident	Not Answered	Not Answered	Not Answered
