category		contribution	contribution	contribution	contribution	detailed	detailed	detailed	detailed	justifictation	justifictation	justifictation	justifictation	repro	repro	repro	repro	strenghts	strenghts	strenghts	strenghts	total	total	total	weakness	weakness	weakness	weakness
238-Paper1499	Graph-based Compression of Incomplete 3D Photoacoustic Data	88.0	26	30	32	560.0	190	252	118	47.0	19	17	11	37.0	19	9	9	107.0	43	31	33	374.0	446.0	261.0	242.0	77	107	58
239-Paper1645	Greedy Optimization of Electrode Arrangement for Epiretinal Prostheses	104.0	44	36	24	121.0	35	83	3	74.0	11	31	32	17.0	5	11	1	147.0	51	32	64	210.0	238.0	326.0	311.0	64	45	202
240-Paper1177	Hand Hygiene Quality Assessment using Image-to-Image Translation	154.0	49	65	40	420.0	183	227	10	87.0	19	28	40	71.0	27	15	29	142.0	71	16	55	380.0	552.0	231.0	289.0	31	201	57
241-Paper2141	Harnessing Deep Bladder Tumor Segmentation with Logical Clinical Knowledge	129.0	50	21	58	207.0	39	87	81	60.0	17	28	15	75.0	20	54	1	94.0	46	28	20	194.0	277.0	403.0	309.0	22	59	228
242-Paper0695	Hierarchical Brain Networks Decomposition via Prior Knowledge Guided Deep Belief Network	150.0	71	35	44	460.0	163	165	132	104.0	57	11	36	32.0	10	9	13	111.0	62	15	34	413.0	286.0	269.0	111.0	50	51	10
243-Paper2461	Histogram-based unsupervised domain adaptation for medical image classification	106.0	23	34	49	64.0	28	26	10	27.0	8	4	15	56.0	43	3	10	85.0	36	4	45	202.0	79.0	132.0	75.0	64	8	3
244-Paper2095	How Much to Aggregate: Learning Adaptive Node-wise Scales on Graphs for Brain Networks	104.0	13	43	48	364.0	350	10	4	97.0	62	15	20	61.0	28	19	14	187.0	35	87	65	511.0	361.0	183.0	242.0	23	187	32
245-Paper0053	Hybrid Graph Transformer for Tissue Microstructure Estimation with Undersampled Diffusion MRI Data	200.0	68	99	33	236.0	73	73	90	68.0	28	25	15	36.0	3	23	10	150.0	57	61	32	230.0	303.0	213.0	56.0	1	22	33
246-Paper1120	Hybrid Spatio-Temporal Transformer Network for Predicting Ischemic Stroke Lesion Outcomes from 4D CT Perfusion Imaging	149.0	93	19	37	1065.0	788	88	189	105.0	60	27	18	132.0	85	24	23	161.0	93	17	51	1288.0	180.0	424.0	280.0	169	5	106
247-Paper1527	Ideal Midsagittal Plane Detection using Deep Hough Plane Network for Brain Surgical Planning	131.0	53	37	41	524.0	206	261	57	106.0	33	47	26	70.0	28	38	4	148.0	53	41	54	449.0	479.0	304.0	253.0	76	55	122
248-Paper1790	Identification of vascular cognitive impairment in adult moyamoya disease via integrated graph convolutional network	185.0	90	19	76	664.0	325	330	9	72.0	46	14	12	51.0	38	7	6	117.0	30	22	65	599.0	427.0	174.0	111.0	70	35	6
249-Paper1279	Identify Consistent Imaging Genomic Biomarkers for Characterizing the Survival-associated Interactions between Tumor-infiltrating Lymphocytes and Tumors	90.0	32	18	40	385.0	65	293	27	98.0	19	4	75	16.0	1	8	7	121.0	48	16	57	187.0	349.0	207.0	33.0	22	10	1
250-Paper1422	Identifying and Combating Bias in Segmentation Networks by leveraging multiple resolutions	245.0	77	44	124	419.0	21	287	111	107.0	7	44	56	91.0	2	53	36	138.0	47	35	56	179.0	477.0	443.0	99.0	25	14	60
251-Paper2056	Identifying Phenotypic Concepts Discriminating Molecular Breast Cancer Sub-Types	151.0	31	53	67	630.0	43	104	483	108.0	44	37	27	56.0	42	12	2	160.0	52	34	74	257.0	257.0	773.0	182.0	45	17	120
252-Paper0735	Implicit Neural Representations for Generative Modeling of Living Cell Shapes	113.0	36	27	50	274.0	25	162	87	57.0	13	13	31	57.0	5	9	43	104.0	22	33	49	126.0	250.0	379.0	150.0	25	6	119
253-Paper1642	Implicit Neural Representations for Medical Imaging Segmentation	106.0	12	12	82	297.0	8	64	225	90.0	14	10	66	37.0	19	4	14	94.0	22	19	53	146.0	121.0	580.0	223.0	71	12	140
254-Paper0867	Improved Domain Generalization for Cell Detection in Histopathology Images via Test-Time Stain Augmentation	296.0	80	79	137	257.0	80	59	118	224.0	42	36	146	95.0	20	8	67	190.0	26	84	80	480.0	398.0	649.0	465.0	232	132	101
255-Paper2493	Improving Trustworthiness of AI Disease Severity Rating in Medical Imaging with Ordinal Conformal Prediction Sets	108.0	54	40	14	341.0	4	330	7	31.0	11	13	7	39.0	14	11	14	116.0	50	32	34	312.0	473.0	583.0	733.0	179	47	507
256-Paper2533	Incorporating intratumoral heterogeneity into weakly-supervised deep learning models via variance pooling	194.0	45	70	79	326.0	177	137	12	74.0	11	49	14	28.0	2	15	11	214.0	11	69	134	247.0	410.0	321.0	142.0	1	70	71
257-Paper0284	INSightR-Net: Interpretable Neural Network for Regression using Similarity-based Comparisons to Prototypical Examples	157.0	43	79	35	93.0	40	30	23	75.0	31	16	28	23.0	4	3	16	95.0	47	29	19	208.0	240.0	150.0	155.0	43	83	29
258-Paper0807	InsMix: Towards Realistic Generative Data Augmentation for Nuclei Instance Segmentation	152.0	58	14	80	181.0	31	145	5	44.0	13	13	18	33.0	10	14	9	137.0	47	14	76	182.0	224.0	279.0	138.0	23	24	91
259-Paper0939	Instrument-tissue Interaction Quintuple Detection in Surgery Videos	229.0	62	137	30	244.0	39	50	155	190.0	3	137	50	127.0	92	24	11	157.0	36	114	7	669.0	535.0	257.0	514.0	437	73	4
260-Paper0943	Interaction-Oriented Feature Decomposition for Medical Image Lesion Detection	233.0	65	91	77	100.0	4	56	40	84.0	11	42	31	55.0	9	30	16	207.0	107	38	62	331.0	360.0	265.0	277.0	135	103	39
261-Paper2064	Interpretable differential diagnosis for Alzheimer's disease and Frontotemporal dementia	262.0	83	91	88	378.0	224	106	48	145.0	62	33	50	147.0	68	25	54	203.0	82	14	107	551.0	336.0	442.0	194.0	32	67	95
262-Paper0324	Interpretable Graph Neural Networks for Connectome-Based Brain Disorder Analysis	152.0	27	65	60	69.0	21	3	45	54.0	13	8	33	37.0	9	19	9	102.0	35	21	46	165.0	143.0	268.0	162.0	60	27	75
263-Paper2611	Interpretable Modeling and Reduction of Unknown Errors in Mechanistic Operators	120.0	75	7	38	877.0	777	97	3	157.0	122	18	17	75.0	57	5	13	91.0	68	9	14	1410.0	161.0	102.0	353.0	311	25	17
264-Paper0742	Interpretable signature of consciousness in resting-state functional network brain activity	81.0	33	23	25	255.0	26	116	113	53.0	3	12	38	57.0	2	5	50	155.0	33	32	90	229.0	304.0	317.0	249.0	132	116	1
265-Paper1987	Intervention & Interaction Federated Abnormality Detection with Noisy Clients	201.0	51	45	105	379.0	15	119	245	103.0	15	36	52	58.0	2	4	52	289.0	42	71	176	127.0	347.0	902.0	346.0	2	72	272
266-Paper1938	Intra-class Contrastive Learning Improves Computer Aided Diagnosis of Breast Cancer in Mammography	100.0	48	28	24	254.0	182	12	60	39.0	17	8	14	67.0	45	10	12	114.0	25	40	49	330.0	152.0	182.0	90.0	13	54	23
267-Paper1542	Invertible Sharpening Network for MRI Reconstruction Enhancement	107.0	37	28	42	280.0	195	22	63	75.0	27	23	25	65.0	30	14	21	151.0	24	41	86	394.0	155.0	264.0	135.0	81	27	27
268-Paper2202	Is a PET all you need? A multi-modal study for Alzheimer's disease using 3D CNNs	123.0	35	32	56	218.0	73	44	101	81.0	35	33	13	35.0	9	10	16	116.0	37	34	45	202.0	168.0	305.0	102.0	13	15	74
269-Paper1711	iSegFormer: Interactive Segmentation via Transformers with Application to 3D Knee MR Images	277.0	31	154	92	819.0	42	550	227	114.0	11	81	22	209.0	6	192	11	291.0	18	209	64	174.0	1304.0	572.0	340.0	66	118	156
270-Paper0679	Joint Class-Affinity Loss Correction for Robust Medical Image Segmentation with Noisy Labels	189.0	48	91	50	257.0	104	109	44	138.0	56	64	18	52.0	10	33	9	148.0	23	85	40	341.0	553.0	205.0	315.0	100	171	44
271-Paper0179	Joint Graph Convolution for Analyzing Brain Structural and Functional Connectome	102.0	14	62	26	220.0	4	79	137	58.0	11	26	21	105.0	3	10	92	73.0	27	26	20	124.0	269.0	387.0	222.0	65	66	91
272-Paper1464	Joint Modeling of Image and Label Statistics for Enhancing Model Generalizability of Medical Image Segmentation	251.0	88	89	74	474.0	96	60	318	107.0	45	15	47	56.0	28	17	11	175.0	86	27	62	436.0	220.0	694.0	287.0	93	12	182
273-Paper1557	Joint Prediction of Meningioma Grade and Brain Invasion via Task-Aware Contrastive Learning	268.0	108	54	106	426.0	103	200	123	152.0	38	80	34	109.0	48	41	20	124.0	54	57	13	569.0	730.0	321.0	541.0	218	298	25
274-Paper2040	Joint Region-Attention and Multi-Scale Transformer for Microsatellite Instability Detection from Whole Slide Images in Gastrointestinal Cancer	140.0	20	75	45	257.0	149	107	1	76.0	16	55	5	62.0	11	44	7	208.0	8	167	33	288.0	523.0	92.0	160.0	84	75	1
275-Paper1974	Kernel Attention Transformer (KAT) for Histopathology Whole Slide Image Classification	153.0	34	77	42	292.0	3	255	34	173.0	46	73	54	64.0	27	7	30	186.0	51	48	87	260.0	510.0	286.0	188.0	99	50	39
276-Paper0419	Key-frame Guided Network for Thyroid Nodule Recognition using Ultrasound Videos	209.0	114	33	62	364.0	101	161	102	72.0	16	30	26	124.0	52	38	34	126.0	59	19	48	412.0	305.0	374.0	196.0	70	24	102
277-Paper0584	Knowledge Distillation to Ensemble Global and Interpretable Prototype-based Mammogram Classification Models	125.0	48	41	36	153.0	17	63	73	56.0	24	22	10	75.0	7	27	41	163.0	11	36	116	112.0	217.0	410.0	167.0	5	28	134
278-Paper2211	Landmark-free Statistical Shape Modeling via Neural Flow Deformations	104.0	25	66	13	117.0	52	29	36	73.0	12	20	41	61.0	1	36	24	134.0	5	90	39	100.0	380.0	192.0	183.0	5	139	39
279-Paper1397	Layer Ensembles: A Single-Pass Uncertainty Estimation in Deep Learning for Segmentation	107.0	33	60	14	221.0	64	63	94	60.0	11	30	19	23.0	2	8	13	101.0	26	46	29	173.0	494.0	300.0	455.0	37	287	131
280-Paper1555	Learn to Ignore: Domain Adaptation for Multi-Site MRI Analysis	243.0	88	106	49	158.0	131	7	20	77.0	33	36	8	42.0	18	8	16	161.0	53	26	82	359.0	286.0	249.0	213.0	36	103	74
281-Paper1959	Learning Incrementally to Segment Multiple Organs in a CT Image	195.0	63	54	78	273.0	37	8	228	93.0	44	20	29	49.0	8	1	40	264.0	153	49	62	600.0	203.0	462.0	391.0	295	71	25
282-Paper2474	Learning iterative optimisation for deformable image registration of lung CT with recurrent convolutional networks	102.0	62	22	18	217.0	96	89	32	35.0	2	13	20	16.0	4	2	10	231.0	161	41	29	473.0	293.0	146.0	311.0	148	126	37
283-Paper0492	Learning Robust Representation for Joint Grading of Ophthalmic Diseases via Adaptive Curriculum and Feature Disentanglement	184.0	94	53	37	160.0	69	84	7	83.0	42	15	26	39.0	18	8	13	123.0	67	27	29	330.0	195.0	125.0	61.0	40	8	13
284-Paper1319	Learning self-calibrated optic disc and cup segmentation from multi-rater annotations	169.0	57	60	52	389.0	25	132	232	106.0	30	33	43	64.0	17	37	10	189.0	100	74	15	238.0	389.0	400.0	110.0	9	53	48
285-Paper2366	Learning shape distributions from large databases of healthy organs: applications to zero-shot and few-shot abnormal pancreas detection	112.0	33	17	62	42.0	11	4	27	107.0	25	12	70	86.0	43	3	40	139.0	38	9	92	164.0	79.0	301.0	58.0	14	34	10
286-Paper1507	Learning towards Synchronous Network Memorizability and Generalizability for Continual Segmentation across Multiple Sites	143.0	34	52	57	296.0	184	42	70	134.0	34	44	56	38.0	31	2	5	152.0	63	40	49	464.0	293.0	243.0	237.0	118	113	6
287-Paper0967	Learning Tumor-Induced Deformations to Improve Tumor-Bearing Brain MR Segmentation	342.0	114	79	149	412.0	292	57	63	82.0	28	25	29	104.0	60	16	28	128.0	32	20	76	606.0	283.0	504.0	325.0	80	86	159
288-Paper1591	Learning Underrepresented Classes from Decentralized Partially Labeled Medical Images	136.0	39	51	46	238.0	116	117	5	40.0	18	17	5	30.0	11	11	8	124.0	26	37	61	231.0	271.0	218.0	152.0	21	38	93
289-Paper1723	Learning with Context Encoding for Single-Stage Cranial Bone Labeling and Landmark Localization	174.0	19	77	78	87.0	2	17	68	127.0	14	76	37	74.0	7	15	52	198.0	31	14	153	232.0	275.0	413.0	260.0	159	76	25
290-Paper2333	Learning-based and unrolled motion-compensated reconstruction for cardiac MR CINE imaging	113.0	35	38	40	114.0	19	40	55	46.0	9	12	25	55.0	28	1	26	162.0	33	33	96	184.0	133.0	272.0	99.0	60	9	30
291-Paper0256	Learning-based US-MR Liver Image Registration with Spatial Priors	160.0	35	35	90	200.0	189	10	1	43.0	8	9	26	26.0	3	14	9	119.0	42	77	0	321.0	253.0	127.0	153.0	44	108	1
292-Paper1034	Lesion Guided Explainable Few Weak-shot Medical Report Generation	208.0	75	92	41	117.0	64	6	47	48.0	15	23	10	56.0	27	11	18	250.0	33	182	35	526.0	430.0	177.0	454.0	312	116	26
293-Paper1939	Lesion-Aware Contrastive Representation Learning for Histopathology Whole Slide Images Analysis	149.0	21	68	60	267.0	2	206	59	54.0	26	20	8	32.0	11	7	14	137.0	45	32	60	235.0	477.0	252.0	325.0	130	144	51
294-Paper0847	Lesion-aware Dynamic Kernel for Polyp Segmentation	149.0	40	70	39	474.0	202	5	267	66.0	27	26	13	88.0	49	31	8	120.0	68	22	30	467.0	197.0	462.0	229.0	81	43	105
295-Paper0586	Less is More: Adaptive Curriculum Learning for Thyroid Nodule Diagnosis	160.0	74	32	54	256.0	73	169	14	49.0	9	8	32	63.0	29	8	26	111.0	67	9	35	288.0	231.0	238.0	118.0	36	5	77
296-Paper1674	Leveraging Labeling Representations in Uncertainty-based Semi-supervised Segmentation	170.0	74	30	66	306.0	145	155	6	136.0	76	30	30	19.0	13	1	5	153.0	85	30	38	455.0	274.0	224.0	169.0	62	28	79
297-Paper2800	LIDP: A Lung Image Dataset with Pathological Information for Lung Cancer Screening	222.0	147	43	32	489.0	41	328	120	191.0	69	54	68	102.0	27	31	44	209.0	28	73	108	437.0	636.0	487.0	347.0	125	107	115
298-Paper2088	LifeLonger: A Benchmark for Continual Disease Classification	149.0	38	58	53	775.0	236	135	404	121.0	41	30	50	47.0	33	7	7	158.0	32	26	100	473.0	300.0	1000.0	523.0	93	44	386
299-Paper0447	LiftReg: Limited Angle 2D/3D Deformable Registration	152.0	21	112	19	189.0	36	102	51	94.0	31	40	23	78.0	38	39	1	181.0	47	122	12	206.0	546.0	161.0	219.0	33	131	55
300-Paper2336	Light-weight spatio-temporal graphs for segmentation and ejection fraction prediction in cardiac ultrasound	202.0	43	106	53	512.0	134	132	246	139.0	17	37	85	89.0	11	38	40	167.0	28	113	26	285.0	623.0	469.0	268.0	52	197	19
301-Paper2383	Local Attention Graph-based Transformer for Multi-target Genetic Alteration Prediction	96.0	33	37	26	166.0	29	136	1	43.0	21	17	5	37.0	14	16	7	138.0	39	66	33	180.0	296.0	73.0	69.0	44	24	1
302-Paper0578	Local Graph Fusion of Multi-View MR Images for Knee Osteoarthritis Diagnosis	245.0	91	90	64	187.0	12	88	87	83.0	25	28	30	42.0	18	9	15	172.0	52	48	72	343.0	336.0	269.0	219.0	145	73	1
303-Paper0919	Localizing the Recurrent Laryngeal Nerve via Ultrasound with a Bayesian Shape Framework	117.0	37	29	51	115.0	14	58	43	93.0	14	59	20	75.0	9	23	43	160.0	38	59	63	126.0	286.0	390.0	242.0	14	58	170
304-Paper1059	Local-Region and Cross-Dataset Contrastive Learning for Retinal Vessel Segmentation	191.0	83	29	79	240.0	25	80	135	106.0	28	47	31	48.0	18	11	19	218.0	96	14	108	286.0	268.0	657.0	408.0	36	87	285
305-Paper1649	Longitudinal Infant Functional Connectivity Prediction via Conditional Intensive Triplet Network	97.0	39	45	13	229.0	95	26	108	95.0	25	38	32	113.0	73	14	26	125.0	75	34	16	570.0	168.0	234.0	313.0	263	11	39
306-Paper2874	Long-tailed Multi-label Retinal Diseases Recognition via Relational Learning and Knowledge Distillation	212.0	72	59	81	94.0	15	72	7	105.0	6	58	41	63.0	12	24	27	80.0	35	13	32	162.0	293.0	467.0	368.0	22	67	279
307-Paper1411	Low-Dose CT Reconstruction via Dual-Domain Learning and Controllable Modulation	117.0	71	32	14	430.0	312	36	82	107.0	51	22	34	124.0	102	8	14	112.0	49	27	36	862.0	147.0	191.0	310.0	277	22	11
308-Paper0125	Low-Resource Adversarial Domain Adaptation for Cross-Modality Nucleus Detection	190.0	41	88	61	339.0	22	242	75	329.0	154	49	126	75.0	11	38	26	161.0	39	91	31	398.0	863.0	329.0	496.0	131	355	10
309-Paper2658	LSSANet: A Long Short Slice-Aware Network for Pulmonary Nodule Detection		34	42			97	30			59	8			20	7			14	27		277.0	159.0			53	45	
310-Paper0217	MAL: Multi-modal attention learning for tumor diagnosis based on bipartite graph and multiple branches	147.0	43	73	31	441.0	139	289	13	59.0	4	33	22	38.0	24	5	9	126.0	35	34	57	299.0	617.0	161.0	266.0	54	183	29
311-Paper2233	MaNi: Maximizing Mutual Information for Nuclei Cross-Domain Unsupervised Segmentation	164.0	65	54	45	341.0	298	38	5	57.0	20	10	27	78.0	53	15	10	210.0	81	36	93	714.0	294.0	255.0	413.0	197	141	75
312-Paper2849	Mapping in Cycles: Dual-Domain PET-CT Synthesis Framework with Cycle-Consistent Constraints	224.0	120	45	59	433.0	172	2	259	226.0	145	34	47	56.0	38	10	8	174.0	115	33	26	933.0	150.0	421.0	391.0	343	26	22
313-Paper0549	Mask Rearranging Data Augmentation for 3D Mitochondria Segmentation	244.0	92	33	119	886.0	83	42	761	87.0	30	20	37	290.0	152	41	97	219.0	114	36	69	557.0	309.0	1289.0	429.0	86	137	206
314-Paper0438	MaxStyle: Adversarial Style Composition for Robust Medical Image Segmentation	120.0	61	11	48	127.0	30	55	42	114.0	17	53	44	65.0	39	16	10	153.0	70	39	44	255.0	220.0	210.0	106.0	38	46	22
315-Paper0755	MCP-Net: Inter-frame Motion Correction with Patlak Regularization for Whole-body Dynamic PET	213.0	60	97	56	253.0	11	201	41	115.0	53	46	16	32.0	15	16	1	229.0	71	115	43	426.0	605.0	199.0	388.0	216	130	42
316-Paper1909	Measurement-conditioned Denoising Diffusion Probabilistic Model for Under-sampled Medical Image Reconstruction	82.0	34	20	28	141.0	27	68	46	86.0	32	14	40	46.0	12	2	32	83.0	48	19	16	236.0	136.0	241.0	175.0	83	13	79
317-Paper1138	Mesh-based 3D Motion Tracking in Cardiac MRI using Deep Learning	133.0	31	61	41	514.0	23	171	320	115.0	10	54	51	31.0	2	22	7	193.0	47	85	61	201.0	434.0	532.0	181.0	88	41	52
318-Paper0422	Meta-hallucinator: Towards few-shot cross-modality cardiac image segmentation	136.0	69	35	32	100.0	75	13	12	49.0	25	8	16	30.0	12	6	12	131.0	35	61	35	374.0	194.0	186.0	308.0	158	71	79
319-Paper2696	MIRST-DM: Multi-Instance RST with Drop-Max Layer for Robust Classification of Breast Cancer	138.0	28	56	54	325.0	54	2	269	97.0	12	38	47	47.0	4	15	28	109.0	20	51	38	157.0	250.0	512.0	203.0	39	88	76
320-Paper1972	Mixed Reality and Deep Learning for External Ventricular Drainage Placement: a Fast and Automatic Workflow for Emergency Treatments	110.0	59	36	15	338.0	84	43	211	67.0	10	44	13	44.0	20	7	17	66.0	31	25	10	228.0	186.0	291.0	80.0	24	31	25
321-Paper0363	mmFormer: Multimodal Medical Transformer for Incomplete Multimodal Learning of Brain Tumor Segmentation	185.0	37	103	45	578.0	44	479	55	149.0	31	108	10	108.0	5	95	8	133.0	43	61	29	244.0	919.0	349.0	359.0	84	73	202
322-Paper0649	Modality-adaptive Feature Interaction for Brain Tumor Segmentation with Missing Modalities	142.0	31	50	61	166.0	33	47	86	88.0	62	14	12	52.0	41	1	10	149.0	48	64	37	275.0	316.0	226.0	220.0	60	140	20
323-Paper1690	ModDrop++: A Dynamic Filter Network with Intra-subject Co-training for Multiple Sclerosis Lesion Segmentation with Missing Modalities	158.0	63	50	45	323.0	97	166	60	93.0	50	24	19	49.0	10	7	32	253.0	77	103	73	595.0	483.0	252.0	454.0	298	133	23
324-Paper1665	Modelling Cycles in Brain Networks with the Hodge Laplacian	330.0	132	76	122	192.0	2	92	98	134.0	39	17	78	34.0	19	14	1	130.0	28	43	59	514.0	250.0	431.0	375.0	294	8	73
325-Paper0964	Momentum Contrastive Voxel-wise Representation Learning for Semi-supervised Volumetric Medical Image Segmentation	165.0	73	63	29	209.0	35	7	167	103.0	29	53	21	58.0	28	23	7	154.0	58	69	27	647.0	345.0	328.0	631.0	424	130	77
326-Paper2100	Morphology-Aware Interactive Keypoint Estimation	244.0	68	101	75	1136.0	96	136	904	205.0	59	45	101	122.0	25	48	49	224.0	96	80	48	511.0	549.0	1268.0	397.0	167	139	91
327-Paper2818	Moving from 2D to 3D: volumetric medical image classification for rectal cancer staging	140.0	54	50	36	254.0	172	15	67	71.0	34	7	30	134.0	17	1	116	92.0	49	25	18	369.0	291.0	450.0	419.0	43	193	183
328-Paper2326	MRI Reconstruction by Completing Under-sampled K-space Data with Learnable Fourier Interpolation	242.0	81	46	115	593.0	82	398	113	131.0	39	42	50	263.0	8	4	251	197.0	122	11	64	404.0	575.0	659.0	212.0	72	74	66
329-Paper1984	mulEEG: A Multi-View Representation Learning on EEG Signals	65.0	10	32	23	235.0	202	8	25	49.0	23	8	18	27.0	9	6	12	49.0	5	26	18	265.0	109.0	104.0	53.0	16	29	8
330-Paper0876	Multidimensional Hypergraph on Delineated Retinal Features for Pathological Myopia Task.	231.0	58	44	129	180.0	42	31	107	102.0	38	27	37	60.0	20	15	25	172.0	58	75	39	278.0	377.0	464.0	374.0	62	185	127
331-Paper1289	Multi-head Attention-based Masked Sequence Model for Mapping Functional Brain Networks	231.0	115	91	25	869.0	327	201	341	94.0	18	15	61	108.0	79	8	21	221.0	117	51	53	874.0	520.0	614.0	485.0	218	154	113
332-Paper2758	Multi-institutional Investigation of Model Generalizability for Virtual Contrast-enhanced MRI Synthesis	167.0	45	74	48	231.0	137	28	66	127.0	5	28	94	230.0	2	226	2	129.0	27	74	28	286.0	490.0	297.0	189.0	70	60	59
333-Paper0373	Multimodal Brain Tumor Segmentation Using Contrastive Learning based Feature Comparison with Monomodal Normal Brain Images	377.0	102	124	151	1142.0	140	622	380	155.0	40	74	41	117.0	12	96	9	229.0	53	83	93	468.0	1175.0	704.0	327.0	121	176	30
334-Paper1961	Multimodal Contrastive Learning for Prospective Personalized Estimation of CT Organ Dose	286.0	70	162	54	322.0	33	55	234	97.0	29	30	38	78.0	31	34	13	78.0	20	38	20	281.0	542.0	407.0	369.0	98	223	48
335-Paper2386	Multi-Modal Hypergraph Diffusion Network with Dual Prior for Alzheimer Classification	137.0	52	45	40	70.0	5	13	52	66.0	20	8	38	29.0	8	12	9	167.0	66	88	13	298.0	425.0	196.0	450.0	147	259	44
336-Paper1841	Multi-Modal Masked Autoencoders for Medical Vision-and-Language Pre-Training	201.0	78	78	45	126.0	86	16	24	125.0	40	53	32	18.0	13	4	1	155.0	62	20	73	283.0	257.0	289.0	204.0	4	86	114
337-Paper1488	Multi-modal Retinal Image Registration Using a Keypoint-Based Vessel Structure Aligning Network	108.0	26	50	32	462.0	170	191	101	107.0	20	73	14	54.0	6	44	4	132.0	40	77	15	301.0	631.0	180.0	249.0	39	196	14
338-Paper1274	Multi-Modal Unsupervised Pre-Training for Surgical Operating Room Workflow Analysis	156.0	48	75	33	369.0	212	77	80	56.0	26	7	23	60.0	23	8	29	86.0	12	59	15	344.0	327.0	329.0	273.0	23	101	149
339-Paper1682	Multimodal-GuideNet: Gaze-Probe Bidirectional Guidance in Obstetric Ultrasound Scanning	241.0	108	102	31	108.0	37	48	23	80.0	30	28	22	47.0	22	3	22	262.0	39	171	52	278.0	389.0	183.0	112.0	42	37	33
340-Paper0966	Multiple Instance Learning with Mixed Supervision in Gleason Grading	141.0	50	32	59	390.0	46	58	286	109.0	35	23	51	51.0	20	4	27	114.0	25	49	40	204.0	231.0	526.0	156.0	28	65	63
341-Paper0404	Multi-scale Super-resolution Magnetic Resonance Spectroscopic Imaging with Adjustable Sharpness	151.0	74	27	50	248.0	104	84	60	64.0	16	7	41	69.0	25	32	12	166.0	78	39	49	565.0	296.0	237.0	400.0	268	107	25
342-Paper1789	Multiscale Unsupervised Retinal Edema Area Segmentation in OCT Images	176.0	60	75	41	399.0	69	42	288	92.0	8	39	45	49.0	2	29	18	77.0	10	47	20	178.0	293.0	449.0	127.0	29	61	37
343-Paper2517	Multi-site Normative Modeling of Diffusion Tensor Imaging Metrics Using Hierarchical Bayesian Regression	184.0	96	18	70	222.0	137	76	9	107.0	82	15	10	76.0	54	13	9	240.0	56	38	146	528.0	185.0	497.0	381.0	103	25	253
344-Paper0613	Multi-Task Lung Nodule Detection in Chest Radiographs with a Dual Head Network	114.0	39	13	62	369.0	27	20	322	150.0	35	44	71	71.0	6	48	17	148.0	32	58	58	193.0	217.0	563.0	121.0	54	34	33
345-Paper2559	Multi-task video enhancement for dental interventions	146.0	58	45	43	363.0	340	19	4	48.0	29	15	4	40.0	15	19	6	139.0	59	59	21	631.0	241.0	124.0	260.0	130	84	46
346-Paper1336	Multi-TransSP: Multimodal Transformer for Survival Prediction of Nasopharyngeal Carcinoma Patients	136.0	25	43	68	299.0	54	124	121	99.0	15	35	49	57.0	10	12	35	118.0	21	15	82	206.0	250.0	514.0	261.0	81	21	159
347-Paper0568	Multi-view Local Co-occurrence and Global Consistency Learning Improve Mammogram Classification Generalisation	162.0	31	63	68	182.0	91	59	32	104.0	10	21	73	43.0	1	24	18	137.0	12	86	39	157.0	363.0	267.0	159.0	12	110	37
348-Paper0534	MUSCLE: Multi-task Self-supervised Continual Learning to Pre-train Deep Models for X-ray Images of Multiple Body Parts	255.0	53	63	139	102.0	2	42	58	60.0	14	12	34	66.0	25	14	27	119.0	49	43	27	264.0	212.0	387.0	261.0	121	38	102
349-Paper0974	NAF: Neural Attenuation Fields for Sparse-View CBCT Reconstruction	122.0	73	40	9	110.0	59	2	49	138.0	60	43	35	55.0	19	30	6	133.0	53	63	17	544.0	240.0	138.0	364.0	280	62	22
350-Paper0929	NerveFormer: A Cross-Sample Aggregation Network for Corneal Nerve Segmentation	100.0	38	28	34	371.0	4	216	151	68.0	13	44	11	74.0	28	24	22	107.0	9	33	65	418.0	361.0	461.0	520.0	326	16	178
351-Paper0436	NestedFormer: Nested Modality-Aware Transformer for Brain Tumor Segmentation	136.0	44	62	30	213.0	40	21	152	86.0	37	30	19	58.0	4	30	24	85.0	22	44	19	187.0	227.0	260.0	96.0	40	40	16
352-Paper0117	Neural Annotation Refinement: Development of a New 3D Dataset for Adrenal Gland Analysis	89.0	14	50	25	445.0	6	198	241	96.0	21	12	63	38.0	12	4	22	158.0	35	53	70	194.0	450.0	674.0	492.0	106	133	253
353-Paper1091	Neural Rendering for Stereo 3D Reconstruction of Deformable Tissues in Robotic Surgery	276.0	145	66	65	354.0	44	255	55	113.0	19	37	57	38.0	11	15	12	200.0	83	37	80	655.0	482.0	324.0	480.0	353	72	55
354-Paper0240	Neuro-RDM: An Explainable Neural Network Landscape of Reaction-Diffusion Model for Cognitive Task Recognition	223.0	85	33	105	710.0	190	177	343	188.0	45	101	42	72.0	4	31	37	152.0	73	17	62	686.0	378.0	799.0	518.0	289	19	210
355-Paper2027	Noise transfer for unsupervised domain adaptation of retinal OCT images	196.0	104	50	42	496.0	373	23	100	190.0	47	60	83	44.0	9	10	25	140.0	21	47	72	594.0	348.0	334.0	210.0	40	158	12
356-Paper0041	Noise2SR: Learning to Denoise from Super-Resolved Single Noisy Fluorescence Image	195.0	76	49	70	179.0	56	54	69	206.0	83	40	83	45.0	14	14	17	152.0	31	111	10	289.0	297.0	307.0	116.0	29	29	58
